"","Data Series","Time","Exports"
"2049","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 Oct",1594400
"2050","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 Sep",1113415
"2051","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 Aug",1463714
"2052","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 Jul",1329095
"2053","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 Jun",1457307
"2054","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 May",1457876
"2055","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 Apr",1151407
"2056","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 Mar",1436304
"2057","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 Feb",1053767
"2058","Vietnam, Socialist Republic Of (Thousand Dollars)","2018 Jan",1368054
"2059","Japan (Thousand Dollars)","2022 Jan",2226140
"2060","Japan (Thousand Dollars)","2021 Dec",2461955
"2061","Japan (Thousand Dollars)","2021 Nov",2207061
"2062","Japan (Thousand Dollars)","2021 Oct",2144334
"2063","Japan (Thousand Dollars)","2021 Sep",2144273
"2064","Japan (Thousand Dollars)","2021 Aug",2156629
"2065","Japan (Thousand Dollars)","2021 Jul",2207935
"2066","Japan (Thousand Dollars)","2021 Jun",1919748
"2067","Japan (Thousand Dollars)","2021 May",1855420
"2068","Japan (Thousand Dollars)","2021 Apr",1965326
"2069","Japan (Thousand Dollars)","2021 Mar",2045433
"2070","Japan (Thousand Dollars)","2021 Feb",1752673
"2071","Japan (Thousand Dollars)","2021 Jan",1777803
"2072","Japan (Thousand Dollars)","2020 Dec",1974988
"2073","Japan (Thousand Dollars)","2020 Nov",1968606
"2074","Japan (Thousand Dollars)","2020 Oct",2045891
"2075","Japan (Thousand Dollars)","2020 Sep",1946583
"2076","Japan (Thousand Dollars)","2020 Aug",1744085
"2077","Japan (Thousand Dollars)","2020 Jul",2098399
"2078","Japan (Thousand Dollars)","2020 Jun",2220049
"2079","Japan (Thousand Dollars)","2020 May",1949916
"2080","Japan (Thousand Dollars)","2020 Apr",2314386
"2081","Japan (Thousand Dollars)","2020 Mar",2246814
"2082","Japan (Thousand Dollars)","2020 Feb",1980315
"2083","Japan (Thousand Dollars)","2020 Jan",2155267
"2084","Japan (Thousand Dollars)","2019 Dec",2015881
"2085","Japan (Thousand Dollars)","2019 Nov",2012453
"2086","Japan (Thousand Dollars)","2019 Oct",2270011
"2087","Japan (Thousand Dollars)","2019 Sep",2100519
"2088","Japan (Thousand Dollars)","2019 Aug",1853512
"2089","Japan (Thousand Dollars)","2019 Jul",2169186
"2090","Japan (Thousand Dollars)","2019 Jun",1985399
"2091","Japan (Thousand Dollars)","2019 May",1863141
"2092","Japan (Thousand Dollars)","2019 Apr",1855603
"2093","Japan (Thousand Dollars)","2019 Mar",2034145
"2094","Japan (Thousand Dollars)","2019 Feb",1714218
"2095","Japan (Thousand Dollars)","2019 Jan",2181638
"2096","Japan (Thousand Dollars)","2018 Dec",2054970
"2097","Japan (Thousand Dollars)","2018 Nov",2421579
"2098","Japan (Thousand Dollars)","2018 Oct",2475011
"2099","Japan (Thousand Dollars)","2018 Sep",2262567
"2100","Japan (Thousand Dollars)","2018 Aug",2354881
"2101","Japan (Thousand Dollars)","2018 Jul",2574959
"2102","Japan (Thousand Dollars)","2018 Jun",2189905
"2103","Japan (Thousand Dollars)","2018 May",2063775
"2104","Japan (Thousand Dollars)","2018 Apr",2037429
"2105","Japan (Thousand Dollars)","2018 Mar",2317648
"2106","Japan (Thousand Dollars)","2018 Feb",2049410
"2107","Japan (Thousand Dollars)","2018 Jan",2179039
"2108","Hong Kong (Thousand Dollars)","2022 Jan",6511120
"2109","Hong Kong (Thousand Dollars)","2021 Dec",7653966
"2110","Hong Kong (Thousand Dollars)","2021 Nov",7276474
"2111","Hong Kong (Thousand Dollars)","2021 Oct",6395502
"2112","Hong Kong (Thousand Dollars)","2021 Sep",7014963
"2113","Hong Kong (Thousand Dollars)","2021 Aug",7169776
"2114","Hong Kong (Thousand Dollars)","2021 Jul",6494656
"2115","Hong Kong (Thousand Dollars)","2021 Jun",6598202
"2116","Hong Kong (Thousand Dollars)","2021 May",7161940
"2117","Hong Kong (Thousand Dollars)","2021 Apr",6289297
"2118","Hong Kong (Thousand Dollars)","2021 Mar",7470910
"2119","Hong Kong (Thousand Dollars)","2021 Feb",5518278
"2120","Hong Kong (Thousand Dollars)","2021 Jan",5693673
"2121","Hong Kong (Thousand Dollars)","2020 Dec",5941191
"2122","Hong Kong (Thousand Dollars)","2020 Nov",5671808
"2123","Hong Kong (Thousand Dollars)","2020 Oct",5784153
"2124","Hong Kong (Thousand Dollars)","2020 Sep",5594771
"2125","Hong Kong (Thousand Dollars)","2020 Aug",5104848
"2126","Hong Kong (Thousand Dollars)","2020 Jul",5031862
"2127","Hong Kong (Thousand Dollars)","2020 Jun",4886363
"2128","Hong Kong (Thousand Dollars)","2020 May",4674102
"2129","Hong Kong (Thousand Dollars)","2020 Apr",5387093
"2130","Hong Kong (Thousand Dollars)","2020 Mar",5823657
"2131","Hong Kong (Thousand Dollars)","2020 Feb",5116584
"2132","Hong Kong (Thousand Dollars)","2020 Jan",4726790
"2133","Hong Kong (Thousand Dollars)","2019 Dec",4989820
"2134","Hong Kong (Thousand Dollars)","2019 Nov",5305273
"2135","Hong Kong (Thousand Dollars)","2019 Oct",5318992
"2136","Hong Kong (Thousand Dollars)","2019 Sep",5117561
"2137","Hong Kong (Thousand Dollars)","2019 Aug",5317243
"2138","Hong Kong (Thousand Dollars)","2019 Jul",4619185
"2139","Hong Kong (Thousand Dollars)","2019 Jun",4647638
"2140","Hong Kong (Thousand Dollars)","2019 May",5383109
"2141","Hong Kong (Thousand Dollars)","2019 Apr",5098394
"2142","Hong Kong (Thousand Dollars)","2019 Mar",4761017
"2143","Hong Kong (Thousand Dollars)","2019 Feb",4850908
"2144","Hong Kong (Thousand Dollars)","2019 Jan",5133134
"2145","Hong Kong (Thousand Dollars)","2018 Dec",4936298
"2146","Hong Kong (Thousand Dollars)","2018 Nov",6017362
"2147","Hong Kong (Thousand Dollars)","2018 Oct",6179610
"2148","Hong Kong (Thousand Dollars)","2018 Sep",5993971
"2149","Hong Kong (Thousand Dollars)","2018 Aug",6468602
"2150","Hong Kong (Thousand Dollars)","2018 Jul",5828097
"2151","Hong Kong (Thousand Dollars)","2018 Jun",5516836
"2152","Hong Kong (Thousand Dollars)","2018 May",5310407
"2153","Hong Kong (Thousand Dollars)","2018 Apr",4878021
"2154","Hong Kong (Thousand Dollars)","2018 Mar",5324783
"2155","Hong Kong (Thousand Dollars)","2018 Feb",4231724
"2156","Hong Kong (Thousand Dollars)","2018 Jan",4990597
"2157","Republic Of Korea (Thousand Dollars)","2022 Jan",2139478
"2158","Republic Of Korea (Thousand Dollars)","2021 Dec",2446975
"2159","Republic Of Korea (Thousand Dollars)","2021 Nov",2260605
"2160","Republic Of Korea (Thousand Dollars)","2021 Oct",2267930
"2161","Republic Of Korea (Thousand Dollars)","2021 Sep",2086562
"2162","Republic Of Korea (Thousand Dollars)","2021 Aug",2213401
"2163","Republic Of Korea (Thousand Dollars)","2021 Jul",2203509
"2164","Republic Of Korea (Thousand Dollars)","2021 Jun",2429471
"2165","Republic Of Korea (Thousand Dollars)","2021 May",1945102
"2166","Republic Of Korea (Thousand Dollars)","2021 Apr",2431299
"2167","Republic Of Korea (Thousand Dollars)","2021 Mar",2385768
"2168","Republic Of Korea (Thousand Dollars)","2021 Feb",1831886
"2169","Republic Of Korea (Thousand Dollars)","2021 Jan",1941984
"2170","Republic Of Korea (Thousand Dollars)","2020 Dec",2170792
"2171","Republic Of Korea (Thousand Dollars)","2020 Nov",1791427
"2172","Republic Of Korea (Thousand Dollars)","2020 Oct",1813083
"2173","Republic Of Korea (Thousand Dollars)","2020 Sep",1848431
"2174","Republic Of Korea (Thousand Dollars)","2020 Aug",1896800
"2175","Republic Of Korea (Thousand Dollars)","2020 Jul",2083189
"2176","Republic Of Korea (Thousand Dollars)","2020 Jun",2112428
"2177","Republic Of Korea (Thousand Dollars)","2020 May",1483638
"2178","Republic Of Korea (Thousand Dollars)","2020 Apr",1646735
"2179","Republic Of Korea (Thousand Dollars)","2020 Mar",2203105
"2180","Republic Of Korea (Thousand Dollars)","2020 Feb",2064426
"2181","Republic Of Korea (Thousand Dollars)","2020 Jan",2003359
"2182","Republic Of Korea (Thousand Dollars)","2019 Dec",2088550
"2183","Republic Of Korea (Thousand Dollars)","2019 Nov",1714793
"2184","Republic Of Korea (Thousand Dollars)","2019 Oct",1662753
"2185","Republic Of Korea (Thousand Dollars)","2019 Sep",1736843
"2186","Republic Of Korea (Thousand Dollars)","2019 Aug",1624531
"2187","Republic Of Korea (Thousand Dollars)","2019 Jul",1846168
"2188","Republic Of Korea (Thousand Dollars)","2019 Jun",1618048
"2189","Republic Of Korea (Thousand Dollars)","2019 May",1789220
"2190","Republic Of Korea (Thousand Dollars)","2019 Apr",1681787
"2191","Republic Of Korea (Thousand Dollars)","2019 Mar",1890180
"2192","Republic Of Korea (Thousand Dollars)","2019 Feb",1427754
"2193","Republic Of Korea (Thousand Dollars)","2019 Jan",1669616
"2194","Republic Of Korea (Thousand Dollars)","2018 Dec",1832691
"2195","Republic Of Korea (Thousand Dollars)","2018 Nov",1633360
"2196","Republic Of Korea (Thousand Dollars)","2018 Oct",1930037
"2197","Republic Of Korea (Thousand Dollars)","2018 Sep",1604687
"2198","Republic Of Korea (Thousand Dollars)","2018 Aug",1593456
"2199","Republic Of Korea (Thousand Dollars)","2018 Jul",1714886
"2200","Republic Of Korea (Thousand Dollars)","2018 Jun",1769030
"2201","Republic Of Korea (Thousand Dollars)","2018 May",1737464
"2202","Republic Of Korea (Thousand Dollars)","2018 Apr",1691584
"2203","Republic Of Korea (Thousand Dollars)","2018 Mar",2147324
"2204","Republic Of Korea (Thousand Dollars)","2018 Feb",1576288
"2205","Republic Of Korea (Thousand Dollars)","2018 Jan",1894693
"2206","Taiwan (Thousand Dollars)","2022 Jan",2850009
"2207","Taiwan (Thousand Dollars)","2021 Dec",2942434
"2208","Taiwan (Thousand Dollars)","2021 Nov",3012214
"2209","Taiwan (Thousand Dollars)","2021 Oct",2737217
"2210","Taiwan (Thousand Dollars)","2021 Sep",2484410
"2211","Taiwan (Thousand Dollars)","2021 Aug",2978902
"2212","Taiwan (Thousand Dollars)","2021 Jul",2677135
"2213","Taiwan (Thousand Dollars)","2021 Jun",2374868
"2214","Taiwan (Thousand Dollars)","2021 May",2356025
"2215","Taiwan (Thousand Dollars)","2021 Apr",2431138
"2216","Taiwan (Thousand Dollars)","2021 Mar",2661713
"2217","Taiwan (Thousand Dollars)","2021 Feb",2207809
"2218","Taiwan (Thousand Dollars)","2021 Jan",2422816
"2219","Taiwan (Thousand Dollars)","2020 Dec",2729473
"2220","Taiwan (Thousand Dollars)","2020 Nov",2191565
"2221","Taiwan (Thousand Dollars)","2020 Oct",2127798
"2222","Taiwan (Thousand Dollars)","2020 Sep",2200083
"2223","Taiwan (Thousand Dollars)","2020 Aug",2029872
"2224","Taiwan (Thousand Dollars)","2020 Jul",2076340
"2225","Taiwan (Thousand Dollars)","2020 Jun",2016863
"2226","Taiwan (Thousand Dollars)","2020 May",1723954
"2227","Taiwan (Thousand Dollars)","2020 Apr",2063432
"2228","Taiwan (Thousand Dollars)","2020 Mar",2122623
"2229","Taiwan (Thousand Dollars)","2020 Feb",1972685
"2230","Taiwan (Thousand Dollars)","2020 Jan",1879918
"2231","Taiwan (Thousand Dollars)","2019 Dec",2167073
"2232","Taiwan (Thousand Dollars)","2019 Nov",1916191
"2233","Taiwan (Thousand Dollars)","2019 Oct",2208896
"2234","Taiwan (Thousand Dollars)","2019 Sep",2144440
"2235","Taiwan (Thousand Dollars)","2019 Aug",1871820
"2236","Taiwan (Thousand Dollars)","2019 Jul",1802511
"2237","Taiwan (Thousand Dollars)","2019 Jun",1687060
"2238","Taiwan (Thousand Dollars)","2019 May",1550078
"2239","Taiwan (Thousand Dollars)","2019 Apr",1740748
"2240","Taiwan (Thousand Dollars)","2019 Mar",1784140
"2241","Taiwan (Thousand Dollars)","2019 Feb",1604489
"2242","Taiwan (Thousand Dollars)","2019 Jan",1881308
"2243","Taiwan (Thousand Dollars)","2018 Dec",1996893
"2244","Taiwan (Thousand Dollars)","2018 Nov",2188650
"2245","Taiwan (Thousand Dollars)","2018 Oct",2149256
"2246","Taiwan (Thousand Dollars)","2018 Sep",1772053
"2247","Taiwan (Thousand Dollars)","2018 Aug",2183802
"2248","Taiwan (Thousand Dollars)","2018 Jul",1845554
"2249","Taiwan (Thousand Dollars)","2018 Jun",1838204
"2250","Taiwan (Thousand Dollars)","2018 May",1858586
"2251","Taiwan (Thousand Dollars)","2018 Apr",1730754
"2252","Taiwan (Thousand Dollars)","2018 Mar",1860365
"2253","Taiwan (Thousand Dollars)","2018 Feb",1638160
"2254","Taiwan (Thousand Dollars)","2018 Jan",1823698
"2255","Macau (Thousand Dollars)","2022 Jan",20555
"2256","Macau (Thousand Dollars)","2021 Dec",41104
"2257","Macau (Thousand Dollars)","2021 Nov",33318
"2258","Macau (Thousand Dollars)","2021 Oct",17312
"2259","Macau (Thousand Dollars)","2021 Sep",29593
"2260","Macau (Thousand Dollars)","2021 Aug",41994
"2261","Macau (Thousand Dollars)","2021 Jul",23981
"2262","Macau (Thousand Dollars)","2021 Jun",19661
"2263","Macau (Thousand Dollars)","2021 May",22856
"2264","Macau (Thousand Dollars)","2021 Apr",13294
"2265","Macau (Thousand Dollars)","2021 Mar",23576
"2266","Macau (Thousand Dollars)","2021 Feb",14679
"2267","Macau (Thousand Dollars)","2021 Jan",14456
"2268","Macau (Thousand Dollars)","2020 Dec",32529
"2269","Macau (Thousand Dollars)","2020 Nov",35036
"2270","Macau (Thousand Dollars)","2020 Oct",18680
"2271","Macau (Thousand Dollars)","2020 Sep",23349
"2272","Macau (Thousand Dollars)","2020 Aug",14557
"2273","Macau (Thousand Dollars)","2020 Jul",11030
"2274","Macau (Thousand Dollars)","2020 Jun",10509
"2275","Macau (Thousand Dollars)","2020 May",6912
"2276","Macau (Thousand Dollars)","2020 Apr",8588
"2277","Macau (Thousand Dollars)","2020 Mar",10042
"2278","Macau (Thousand Dollars)","2020 Feb",7233
"2279","Macau (Thousand Dollars)","2020 Jan",19517
"2280","Macau (Thousand Dollars)","2019 Dec",25424
"2281","Macau (Thousand Dollars)","2019 Nov",16576
"2282","Macau (Thousand Dollars)","2019 Oct",21133
"2283","Macau (Thousand Dollars)","2019 Sep",17760
"2284","Macau (Thousand Dollars)","2019 Aug",18398
"2285","Macau (Thousand Dollars)","2019 Jul",16286
"2286","Macau (Thousand Dollars)","2019 Jun",27566
"2287","Macau (Thousand Dollars)","2019 May",21730
"2288","Macau (Thousand Dollars)","2019 Apr",27571
"2289","Macau (Thousand Dollars)","2019 Mar",26268
"2290","Macau (Thousand Dollars)","2019 Feb",19905
"2291","Macau (Thousand Dollars)","2019 Jan",34105
"2292","Macau (Thousand Dollars)","2018 Dec",46612
"2293","Macau (Thousand Dollars)","2018 Nov",46877
"2294","Macau (Thousand Dollars)","2018 Oct",62320
"2295","Macau (Thousand Dollars)","2018 Sep",34933
"2296","Macau (Thousand Dollars)","2018 Aug",31742
"2297","Macau (Thousand Dollars)","2018 Jul",38449
"2298","Macau (Thousand Dollars)","2018 Jun",49080
"2299","Macau (Thousand Dollars)","2018 May",34344
"2300","Macau (Thousand Dollars)","2018 Apr",34947
"2301","Macau (Thousand Dollars)","2018 Mar",35246
"2302","Macau (Thousand Dollars)","2018 Feb",33891
"2303","Macau (Thousand Dollars)","2018 Jan",41987
"2304","Mainland China (Thousand Dollars)","2022 Jan",7167019
"2305","Mainland China (Thousand Dollars)","2021 Dec",9215862
"2306","Mainland China (Thousand Dollars)","2021 Nov",8281345
"2307","Mainland China (Thousand Dollars)","2021 Oct",8461516
"2308","Mainland China (Thousand Dollars)","2021 Sep",8785105
"2309","Mainland China (Thousand Dollars)","2021 Aug",8134968
"2310","Mainland China (Thousand Dollars)","2021 Jul",7991895
"2311","Mainland China (Thousand Dollars)","2021 Jun",7300460
"2312","Mainland China (Thousand Dollars)","2021 May",6720024
"2313","Mainland China (Thousand Dollars)","2021 Apr",7838848
"2314","Mainland China (Thousand Dollars)","2021 Mar",7270148
"2315","Mainland China (Thousand Dollars)","2021 Feb",5255659
"2316","Mainland China (Thousand Dollars)","2021 Jan",5682689
"2317","Mainland China (Thousand Dollars)","2020 Dec",7090834
"2318","Mainland China (Thousand Dollars)","2020 Nov",6852887
"2319","Mainland China (Thousand Dollars)","2020 Oct",6992713
"2320","Mainland China (Thousand Dollars)","2020 Sep",6561515
"2321","Mainland China (Thousand Dollars)","2020 Aug",7970167
"2322","Mainland China (Thousand Dollars)","2020 Jul",5395714
"2323","Mainland China (Thousand Dollars)","2020 Jun",5603145
"2324","Mainland China (Thousand Dollars)","2020 May",5080433
"2325","Mainland China (Thousand Dollars)","2020 Apr",5038157
"2326","Mainland China (Thousand Dollars)","2020 Mar",5255263
"2327","Mainland China (Thousand Dollars)","2020 Feb",3910570
"2328","Mainland China (Thousand Dollars)","2020 Jan",5091217
"2329","Mainland China (Thousand Dollars)","2019 Dec",7002394
"2330","Mainland China (Thousand Dollars)","2019 Nov",6333733
"2331","Mainland China (Thousand Dollars)","2019 Oct",5678921
"2332","Mainland China (Thousand Dollars)","2019 Sep",5533113
"2333","Mainland China (Thousand Dollars)","2019 Aug",7122974
"2334","Mainland China (Thousand Dollars)","2019 Jul",5760476
"2335","Mainland China (Thousand Dollars)","2019 Jun",5282330
"2336","Mainland China (Thousand Dollars)","2019 May",5568856
"2337","Mainland China (Thousand Dollars)","2019 Apr",5923752
"2338","Mainland China (Thousand Dollars)","2019 Mar",5308136
"2339","Mainland China (Thousand Dollars)","2019 Feb",5869551
"2340","Mainland China (Thousand Dollars)","2019 Jan",5037750
"2341","Mainland China (Thousand Dollars)","2018 Dec",5755033
"2342","Mainland China (Thousand Dollars)","2018 Nov",6130604
"2343","Mainland China (Thousand Dollars)","2018 Oct",6157103
"2344","Mainland China (Thousand Dollars)","2018 Sep",5010890
"2345","Mainland China (Thousand Dollars)","2018 Aug",5851098
"2346","Mainland China (Thousand Dollars)","2018 Jul",5807736
"2347","Mainland China (Thousand Dollars)","2018 Jun",5505103
"2348","Mainland China (Thousand Dollars)","2018 May",6189917
"2349","Mainland China (Thousand Dollars)","2018 Apr",5861195
"2350","Mainland China (Thousand Dollars)","2018 Mar",5408722
"2351","Mainland China (Thousand Dollars)","2018 Feb",4646282
"2352","Mainland China (Thousand Dollars)","2018 Jan",5688467
"2353","Democratic People's Republic Of Korea (Thousand Dollars)","2022 Jan",0
"2354","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Dec",0
"2355","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Nov",0
"2356","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Oct",0
"2357","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Sep",0
"2358","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Aug",0
"2359","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Jul",0
"2360","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Jun",0
"2361","Democratic People's Republic Of Korea (Thousand Dollars)","2021 May",0
"2362","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Apr",0
"2363","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Mar",0
"2364","Democratic People's Republic Of Korea (Thousand Dollars)","2021 Feb",0
