"","Data Series","Time","Imports"
"6103","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Nov",NA
"6104","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Oct",NA
"6105","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Sep",NA
"6106","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Aug",NA
"6107","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Jul",NA
"6108","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Jun",NA
"6109","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 May",NA
"6110","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Apr",NA
"6111","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Mar",NA
"6112","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Feb",NA
"6113","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Jan",NA
"6114","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Dec",NA
"6115","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Nov",NA
"6116","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Oct",NA
"6117","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Sep",NA
"6118","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Aug",NA
"6119","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Jul",NA
"6120","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Jun",NA
"6121","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 May",NA
"6122","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Apr",NA
"6123","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Mar",NA
"6124","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Feb",NA
"6125","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Jan",NA
"6126",NA,"2022 Jan",NA
"6127",NA,"2021 Dec",NA
"6128",NA,"2021 Nov",NA
"6129",NA,"2021 Oct",NA
"6130",NA,"2021 Sep",NA
"6131",NA,"2021 Aug",NA
"6132",NA,"2021 Jul",NA
"6133",NA,"2021 Jun",NA
"6134",NA,"2021 May",NA
"6135",NA,"2021 Apr",NA
"6136",NA,"2021 Mar",NA
"6137",NA,"2021 Feb",NA
"6138",NA,"2021 Jan",NA
"6139",NA,"2020 Dec",NA
"6140",NA,"2020 Nov",NA
"6141",NA,"2020 Oct",NA
"6142",NA,"2020 Sep",NA
"6143",NA,"2020 Aug",NA
"6144",NA,"2020 Jul",NA
"6145",NA,"2020 Jun",NA
"6146",NA,"2020 May",NA
"6147",NA,"2020 Apr",NA
"6148",NA,"2020 Mar",NA
"6149",NA,"2020 Feb",NA
"6150",NA,"2020 Jan",NA
"6151",NA,"2019 Dec",NA
"6152",NA,"2019 Nov",NA
"6153",NA,"2019 Oct",NA
"6154",NA,"2019 Sep",NA
"6155",NA,"2019 Aug",NA
"6156",NA,"2019 Jul",NA
"6157",NA,"2019 Jun",NA
"6158",NA,"2019 May",NA
"6159",NA,"2019 Apr",NA
"6160",NA,"2019 Mar",NA
"6161",NA,"2019 Feb",NA
"6162",NA,"2019 Jan",NA
"6163",NA,"2018 Dec",NA
"6164",NA,"2018 Nov",NA
"6165",NA,"2018 Oct",NA
"6166",NA,"2018 Sep",NA
"6167",NA,"2018 Aug",NA
"6168",NA,"2018 Jul",NA
"6169",NA,"2018 Jun",NA
"6170",NA,"2018 May",NA
"6171",NA,"2018 Apr",NA
"6172",NA,"2018 Mar",NA
"6173",NA,"2018 Feb",NA
"6174",NA,"2018 Jan",NA
"6175","Definitions","2022 Jan",NA
"6176","Definitions","2021 Dec",NA
"6177","Definitions","2021 Nov",NA
"6178","Definitions","2021 Oct",NA
"6179","Definitions","2021 Sep",NA
"6180","Definitions","2021 Aug",NA
"6181","Definitions","2021 Jul",NA
"6182","Definitions","2021 Jun",NA
"6183","Definitions","2021 May",NA
"6184","Definitions","2021 Apr",NA
"6185","Definitions","2021 Mar",NA
"6186","Definitions","2021 Feb",NA
"6187","Definitions","2021 Jan",NA
"6188","Definitions","2020 Dec",NA
"6189","Definitions","2020 Nov",NA
"6190","Definitions","2020 Oct",NA
"6191","Definitions","2020 Sep",NA
"6192","Definitions","2020 Aug",NA
"6193","Definitions","2020 Jul",NA
"6194","Definitions","2020 Jun",NA
"6195","Definitions","2020 May",NA
"6196","Definitions","2020 Apr",NA
"6197","Definitions","2020 Mar",NA
"6198","Definitions","2020 Feb",NA
"6199","Definitions","2020 Jan",NA
"6200","Definitions","2019 Dec",NA
"6201","Definitions","2019 Nov",NA
"6202","Definitions","2019 Oct",NA
"6203","Definitions","2019 Sep",NA
"6204","Definitions","2019 Aug",NA
"6205","Definitions","2019 Jul",NA
"6206","Definitions","2019 Jun",NA
"6207","Definitions","2019 May",NA
"6208","Definitions","2019 Apr",NA
"6209","Definitions","2019 Mar",NA
"6210","Definitions","2019 Feb",NA
"6211","Definitions","2019 Jan",NA
"6212","Definitions","2018 Dec",NA
"6213","Definitions","2018 Nov",NA
"6214","Definitions","2018 Oct",NA
"6215","Definitions","2018 Sep",NA
"6216","Definitions","2018 Aug",NA
"6217","Definitions","2018 Jul",NA
"6218","Definitions","2018 Jun",NA
"6219","Definitions","2018 May",NA
"6220","Definitions","2018 Apr",NA
"6221","Definitions","2018 Mar",NA
"6222","Definitions","2018 Feb",NA
"6223","Definitions","2018 Jan",NA
"6224","Merchandise Imports:","2022 Jan",NA
"6225","Merchandise Imports:","2021 Dec",NA
"6226","Merchandise Imports:","2021 Nov",NA
"6227","Merchandise Imports:","2021 Oct",NA
"6228","Merchandise Imports:","2021 Sep",NA
"6229","Merchandise Imports:","2021 Aug",NA
"6230","Merchandise Imports:","2021 Jul",NA
"6231","Merchandise Imports:","2021 Jun",NA
"6232","Merchandise Imports:","2021 May",NA
"6233","Merchandise Imports:","2021 Apr",NA
"6234","Merchandise Imports:","2021 Mar",NA
"6235","Merchandise Imports:","2021 Feb",NA
"6236","Merchandise Imports:","2021 Jan",NA
"6237","Merchandise Imports:","2020 Dec",NA
"6238","Merchandise Imports:","2020 Nov",NA
"6239","Merchandise Imports:","2020 Oct",NA
"6240","Merchandise Imports:","2020 Sep",NA
"6241","Merchandise Imports:","2020 Aug",NA
"6242","Merchandise Imports:","2020 Jul",NA
"6243","Merchandise Imports:","2020 Jun",NA
"6244","Merchandise Imports:","2020 May",NA
"6245","Merchandise Imports:","2020 Apr",NA
"6246","Merchandise Imports:","2020 Mar",NA
"6247","Merchandise Imports:","2020 Feb",NA
"6248","Merchandise Imports:","2020 Jan",NA
"6249","Merchandise Imports:","2019 Dec",NA
"6250","Merchandise Imports:","2019 Nov",NA
"6251","Merchandise Imports:","2019 Oct",NA
"6252","Merchandise Imports:","2019 Sep",NA
"6253","Merchandise Imports:","2019 Aug",NA
"6254","Merchandise Imports:","2019 Jul",NA
"6255","Merchandise Imports:","2019 Jun",NA
"6256","Merchandise Imports:","2019 May",NA
"6257","Merchandise Imports:","2019 Apr",NA
"6258","Merchandise Imports:","2019 Mar",NA
"6259","Merchandise Imports:","2019 Feb",NA
"6260","Merchandise Imports:","2019 Jan",NA
"6261","Merchandise Imports:","2018 Dec",NA
"6262","Merchandise Imports:","2018 Nov",NA
"6263","Merchandise Imports:","2018 Oct",NA
"6264","Merchandise Imports:","2018 Sep",NA
"6265","Merchandise Imports:","2018 Aug",NA
"6266","Merchandise Imports:","2018 Jul",NA
"6267","Merchandise Imports:","2018 Jun",NA
"6268","Merchandise Imports:","2018 May",NA
"6269","Merchandise Imports:","2018 Apr",NA
"6270","Merchandise Imports:","2018 Mar",NA
"6271","Merchandise Imports:","2018 Feb",NA
"6272","Merchandise Imports:","2018 Jan",NA
"6273","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2022 Jan",NA
"6274","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Dec",NA
"6275","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Nov",NA
"6276","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Oct",NA
"6277","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Sep",NA
"6278","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Aug",NA
"6279","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Jul",NA
"6280","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Jun",NA
"6281","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 May",NA
"6282","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Apr",NA
"6283","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Mar",NA
"6284","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Feb",NA
"6285","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2021 Jan",NA
"6286","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2020 Dec",NA
"6287","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2020 Nov",NA
"6288","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2020 Oct",NA
"6289","Refer to all goods brought into Singapore, except those specified as excluded under the Coverage section, irrespective of whether they are for consumption, for processing, for use in manufacturing, or for subsequent re-shipment to other countries.","2020 Sep",NA
