,Country,Time,Value (Thousand),Year,Month,Type
2447,Afghanistan ,2018 Apr,1959,2018,Apr,Export
2443,Afghanistan ,2018 Aug,2013,2018,Aug,Export
2439,Afghanistan ,2018 Dec,3671,2018,Dec,Export
2449,Afghanistan ,2018 Feb,2432,2018,Feb,Export
2450,Afghanistan ,2018 Jan,2581,2018,Jan,Export
2444,Afghanistan ,2018 Jul,1253,2018,Jul,Export
2445,Afghanistan ,2018 Jun,1275,2018,Jun,Export
2448,Afghanistan ,2018 Mar,3582,2018,Mar,Export
2446,Afghanistan ,2018 May,2892,2018,May,Export
2440,Afghanistan ,2018 Nov,4427,2018,Nov,Export
2441,Afghanistan ,2018 Oct,3202,2018,Oct,Export
2442,Afghanistan ,2018 Sep,1326,2018,Sep,Export
2435,Afghanistan ,2019 Apr,2108,2019,Apr,Export
2431,Afghanistan ,2019 Aug,4090,2019,Aug,Export
2427,Afghanistan ,2019 Dec,5070,2019,Dec,Export
2437,Afghanistan ,2019 Feb,1941,2019,Feb,Export
2438,Afghanistan ,2019 Jan,1919,2019,Jan,Export
2432,Afghanistan ,2019 Jul,2820,2019,Jul,Export
2433,Afghanistan ,2019 Jun,1148,2019,Jun,Export
2436,Afghanistan ,2019 Mar,5866,2019,Mar,Export
2434,Afghanistan ,2019 May,3509,2019,May,Export
2428,Afghanistan ,2019 Nov,6804,2019,Nov,Export
2429,Afghanistan ,2019 Oct,4727,2019,Oct,Export
2430,Afghanistan ,2019 Sep,4975,2019,Sep,Export
2423,Afghanistan ,2020 Apr,1771,2020,Apr,Export
2419,Afghanistan ,2020 Aug,993,2020,Aug,Export
2415,Afghanistan ,2020 Dec,877,2020,Dec,Export
2425,Afghanistan ,2020 Feb,2199,2020,Feb,Export
2426,Afghanistan ,2020 Jan,3606,2020,Jan,Export
2420,Afghanistan ,2020 Jul,2656,2020,Jul,Export
2421,Afghanistan ,2020 Jun,1752,2020,Jun,Export
2424,Afghanistan ,2020 Mar,5293,2020,Mar,Export
2422,Afghanistan ,2020 May,3709,2020,May,Export
2416,Afghanistan ,2020 Nov,648,2020,Nov,Export
2417,Afghanistan ,2020 Oct,967,2020,Oct,Export
2418,Afghanistan ,2020 Sep,2796,2020,Sep,Export
2411,Afghanistan ,2021 Apr,1190,2021,Apr,Export
2407,Afghanistan ,2021 Aug,419,2021,Aug,Export
2403,Afghanistan ,2021 Dec,510,2021,Dec,Export
2413,Afghanistan ,2021 Feb,1614,2021,Feb,Export
2414,Afghanistan ,2021 Jan,501,2021,Jan,Export
2408,Afghanistan ,2021 Jul,738,2021,Jul,Export
2409,Afghanistan ,2021 Jun,1996,2021,Jun,Export
2412,Afghanistan ,2021 Mar,3687,2021,Mar,Export
2410,Afghanistan ,2021 May,1621,2021,May,Export
2404,Afghanistan ,2021 Nov,281,2021,Nov,Export
2405,Afghanistan ,2021 Oct,198,2021,Oct,Export
2406,Afghanistan ,2021 Sep,321,2021,Sep,Export
2402,Afghanistan ,2022 Jan,527,2022,Jan,Export
291,Africa ,2018 Apr,678200,2018,Apr,Export
287,Africa ,2018 Aug,854700,2018,Aug,Export
283,Africa ,2018 Dec,722200,2018,Dec,Export
293,Africa ,2018 Feb,755200,2018,Feb,Export
294,Africa ,2018 Jan,590700,2018,Jan,Export
288,Africa ,2018 Jul,692800,2018,Jul,Export
289,Africa ,2018 Jun,712900,2018,Jun,Export
292,Africa ,2018 Mar,614600,2018,Mar,Export
290,Africa ,2018 May,797900,2018,May,Export
284,Africa ,2018 Nov,842700,2018,Nov,Export
285,Africa ,2018 Oct,658900,2018,Oct,Export
286,Africa ,2018 Sep,756100,2018,Sep,Export
279,Africa ,2019 Apr,703100,2019,Apr,Export
275,Africa ,2019 Aug,625700,2019,Aug,Export
271,Africa ,2019 Dec,503600,2019,Dec,Export
281,Africa ,2019 Feb,658000,2019,Feb,Export
282,Africa ,2019 Jan,647400,2019,Jan,Export
276,Africa ,2019 Jul,734700,2019,Jul,Export
277,Africa ,2019 Jun,873900,2019,Jun,Export
280,Africa ,2019 Mar,784600,2019,Mar,Export
278,Africa ,2019 May,761300,2019,May,Export
272,Africa ,2019 Nov,432300,2019,Nov,Export
273,Africa ,2019 Oct,606700,2019,Oct,Export
274,Africa ,2019 Sep,563400,2019,Sep,Export
267,Africa ,2020 Apr,568800,2020,Apr,Export
263,Africa ,2020 Aug,522300,2020,Aug,Export
259,Africa ,2020 Dec,463500,2020,Dec,Export
269,Africa ,2020 Feb,841000,2020,Feb,Export
270,Africa ,2020 Jan,721800,2020,Jan,Export
264,Africa ,2020 Jul,460600,2020,Jul,Export
265,Africa ,2020 Jun,452100,2020,Jun,Export
268,Africa ,2020 Mar,916500,2020,Mar,Export
266,Africa ,2020 May,412800,2020,May,Export
260,Africa ,2020 Nov,504500,2020,Nov,Export
261,Africa ,2020 Oct,510400,2020,Oct,Export
262,Africa ,2020 Sep,572500,2020,Sep,Export
255,Africa ,2021 Apr,766600,2021,Apr,Export
251,Africa ,2021 Aug,571400,2021,Aug,Export
247,Africa ,2021 Dec,722800,2021,Dec,Export
257,Africa ,2021 Feb,525000,2021,Feb,Export
258,Africa ,2021 Jan,468300,2021,Jan,Export
252,Africa ,2021 Jul,603100,2021,Jul,Export
253,Africa ,2021 Jun,630800,2021,Jun,Export
256,Africa ,2021 Mar,634500,2021,Mar,Export
254,Africa ,2021 May,610300,2021,May,Export
248,Africa ,2021 Nov,859600,2021,Nov,Export
249,Africa ,2021 Oct,756400,2021,Oct,Export
250,Africa ,2021 Sep,596600,2021,Sep,Export
246,Africa ,2022 Jan,688800,2022,Jan,Export
95,America ,2018 Apr,4917300,2018,Apr,Export
91,America ,2018 Aug,5264700,2018,Aug,Export
87,America ,2018 Dec,4449300,2018,Dec,Export
97,America ,2018 Feb,4054100,2018,Feb,Export
98,America ,2018 Jan,4321300,2018,Jan,Export
92,America ,2018 Jul,5238400,2018,Jul,Export
93,America ,2018 Jun,4815000,2018,Jun,Export
96,America ,2018 Mar,4909700,2018,Mar,Export
94,America ,2018 May,5307900,2018,May,Export
88,America ,2018 Nov,4848500,2018,Nov,Export
89,America ,2018 Oct,5238200,2018,Oct,Export
90,America ,2018 Sep,5048300,2018,Sep,Export
83,America ,2019 Apr,5023600,2019,Apr,Export
79,America ,2019 Aug,4837700,2019,Aug,Export
75,America ,2019 Dec,4613700,2019,Dec,Export
85,America ,2019 Feb,4841700,2019,Feb,Export
86,America ,2019 Jan,5055800,2019,Jan,Export
80,America ,2019 Jul,5209400,2019,Jul,Export
81,America ,2019 Jun,4990100,2019,Jun,Export
84,America ,2019 Mar,5281200,2019,Mar,Export
82,America ,2019 May,5809400,2019,May,Export
76,America ,2019 Nov,4822300,2019,Nov,Export
77,America ,2019 Oct,4938300,2019,Oct,Export
78,America ,2019 Sep,4754500,2019,Sep,Export
71,America ,2020 Apr,6569100,2020,Apr,Export
67,America ,2020 Aug,5164400,2020,Aug,Export
63,America ,2020 Dec,5654200,2020,Dec,Export
73,America ,2020 Feb,5870700,2020,Feb,Export
74,America ,2020 Jan,5557800,2020,Jan,Export
68,America ,2020 Jul,6883800,2020,Jul,Export
69,America ,2020 Jun,4895500,2020,Jun,Export
72,America ,2020 Mar,6021100,2020,Mar,Export
70,America ,2020 May,5922200,2020,May,Export
64,America ,2020 Nov,5401900,2020,Nov,Export
65,America ,2020 Oct,5098700,2020,Oct,Export
66,America ,2020 Sep,4795500,2020,Sep,Export
59,America ,2021 Apr,5558400,2021,Apr,Export
55,America ,2021 Aug,5551900,2021,Aug,Export
51,America ,2021 Dec,6093600,2021,Dec,Export
61,America ,2021 Feb,4815300,2021,Feb,Export
62,America ,2021 Jan,4809600,2021,Jan,Export
56,America ,2021 Jul,5279800,2021,Jul,Export
57,America ,2021 Jun,5389400,2021,Jun,Export
60,America ,2021 Mar,6053300,2021,Mar,Export
58,America ,2021 May,5711400,2021,May,Export
52,America ,2021 Nov,6097600,2021,Nov,Export
53,America ,2021 Oct,5684900,2021,Oct,Export
54,America ,2021 Sep,5683500,2021,Sep,Export
50,America ,2022 Jan,6652900,2022,Jan,Export
3623,Argentina ,2018 Apr,31955300,2018,Apr,Export
3619,Argentina ,2018 Aug,37323400,2018,Aug,Export
3615,Argentina ,2018 Dec,32236400,2018,Dec,Export
3625,Argentina ,2018 Feb,28186100,2018,Feb,Export
3626,Argentina ,2018 Jan,32613200,2018,Jan,Export
3620,Argentina ,2018 Jul,35889600,2018,Jul,Export
3621,Argentina ,2018 Jun,33376800,2018,Jun,Export
3624,Argentina ,2018 Mar,33727800,2018,Mar,Export
3622,Argentina ,2018 May,34376300,2018,May,Export
3616,Argentina ,2018 Nov,35349100,2018,Nov,Export
3617,Argentina ,2018 Oct,37466000,2018,Oct,Export
3618,Argentina ,2018 Sep,33281800,2018,Sep,Export
3611,Argentina ,2019 Apr,32069700,2019,Apr,Export
3607,Argentina ,2019 Aug,33370500,2019,Aug,Export
3603,Argentina ,2019 Dec,34177000,2019,Dec,Export
3613,Argentina ,2019 Feb,28614500,2019,Feb,Export
3614,Argentina ,2019 Jan,32195700,2019,Jan,Export
3608,Argentina ,2019 Jul,32193300,2019,Jul,Export
3609,Argentina ,2019 Jun,29551600,2019,Jun,Export
3612,Argentina ,2019 Mar,31577500,2019,Mar,Export
3610,Argentina ,2019 May,32511700,2019,May,Export
3604,Argentina ,2019 Nov,34252700,2019,Nov,Export
3605,Argentina ,2019 Oct,33529600,2019,Oct,Export
3606,Argentina ,2019 Sep,32055900,2019,Sep,Export
3599,Argentina ,2020 Apr,26245700,2020,Apr,Export
3595,Argentina ,2020 Aug,31657500,2020,Aug,Export
3591,Argentina ,2020 Dec,34687800,2020,Dec,Export
3601,Argentina ,2020 Feb,29713900,2020,Feb,Export
3602,Argentina ,2020 Jan,31668000,2020,Jan,Export
3596,Argentina ,2020 Jul,29808700,2020,Jul,Export
3597,Argentina ,2020 Jun,28994500,2020,Jun,Export
3600,Argentina ,2020 Mar,32534900,2020,Mar,Export
3598,Argentina ,2020 May,24437800,2020,May,Export
3592,Argentina ,2020 Nov,32142600,2020,Nov,Export
3593,Argentina ,2020 Oct,32140900,2020,Oct,Export
3594,Argentina ,2020 Sep,31782300,2020,Sep,Export
3587,Argentina ,2021 Apr,37686200,2021,Apr,Export
3583,Argentina ,2021 Aug,38677800,2021,Aug,Export
3579,Argentina ,2021 Dec,44688200,2021,Dec,Export
3589,Argentina ,2021 Feb,31562000,2021,Feb,Export
3590,Argentina ,2021 Jan,33377700,2021,Jan,Export
3584,Argentina ,2021 Jul,36349800,2021,Jul,Export
3585,Argentina ,2021 Jun,36341100,2021,Jun,Export
3588,Argentina ,2021 Mar,40954400,2021,Mar,Export
3586,Argentina ,2021 May,34344300,2021,May,Export
3580,Argentina ,2021 Nov,42167800,2021,Nov,Export
3581,Argentina ,2021 Oct,39493600,2021,Oct,Export
3582,Argentina ,2021 Sep,38941000,2021,Sep,Export
3578,Argentina ,2022 Jan,40028900,2022,Jan,Export
144,Asia ,2018 Apr,4366900,2018,Apr,Export
140,Asia ,2018 Aug,4662300,2018,Aug,Export
136,Asia ,2018 Dec,3968800,2018,Dec,Export
146,Asia ,2018 Feb,3881700,2018,Feb,Export
147,Asia ,2018 Jan,4453400,2018,Jan,Export
141,Asia ,2018 Jul,4171900,2018,Jul,Export
142,Asia ,2018 Jun,4599000,2018,Jun,Export
145,Asia ,2018 Mar,4152300,2018,Mar,Export
143,Asia ,2018 May,5576300,2018,May,Export
137,Asia ,2018 Nov,4961400,2018,Nov,Export
138,Asia ,2018 Oct,5444400,2018,Oct,Export
139,Asia ,2018 Sep,4689500,2018,Sep,Export
132,Asia ,2019 Apr,4107200,2019,Apr,Export
128,Asia ,2019 Aug,4278100,2019,Aug,Export
124,Asia ,2019 Dec,3851000,2019,Dec,Export
134,Asia ,2019 Feb,3994300,2019,Feb,Export
135,Asia ,2019 Jan,4585600,2019,Jan,Export
129,Asia ,2019 Jul,5231800,2019,Jul,Export
130,Asia ,2019 Jun,3890600,2019,Jun,Export
133,Asia ,2019 Mar,4421200,2019,Mar,Export
131,Asia ,2019 May,5479500,2019,May,Export
125,Asia ,2019 Nov,4173300,2019,Nov,Export
126,Asia ,2019 Oct,5162700,2019,Oct,Export
127,Asia ,2019 Sep,4007200,2019,Sep,Export
120,Asia ,2020 Apr,5051300,2020,Apr,Export
116,Asia ,2020 Aug,5178300,2020,Aug,Export
112,Asia ,2020 Dec,3785500,2020,Dec,Export
122,Asia ,2020 Feb,4996400,2020,Feb,Export
123,Asia ,2020 Jan,4432500,2020,Jan,Export
117,Asia ,2020 Jul,4013800,2020,Jul,Export
118,Asia ,2020 Jun,4880400,2020,Jun,Export
121,Asia ,2020 Mar,4468200,2020,Mar,Export
119,Asia ,2020 May,4398000,2020,May,Export
113,Asia ,2020 Nov,3594100,2020,Nov,Export
114,Asia ,2020 Oct,4757300,2020,Oct,Export
115,Asia ,2020 Sep,5116700,2020,Sep,Export
108,Asia ,2021 Apr,4562700,2021,Apr,Export
104,Asia ,2021 Aug,4698000,2021,Aug,Export
100,Asia ,2021 Dec,4965300,2021,Dec,Export
110,Asia ,2021 Feb,3865800,2021,Feb,Export
111,Asia ,2021 Jan,4604800,2021,Jan,Export
105,Asia ,2021 Jul,5260600,2021,Jul,Export
106,Asia ,2021 Jun,4758300,2021,Jun,Export
109,Asia ,2021 Mar,5516700,2021,Mar,Export
107,Asia ,2021 May,4555800,2021,May,Export
101,Asia ,2021 Nov,4848600,2021,Nov,Export
102,Asia ,2021 Oct,5269600,2021,Oct,Export
103,Asia ,2021 Sep,4350900,2021,Sep,Export
99,Asia ,2022 Jan,4876400,2022,Jan,Export
4113,Australia ,2018 Apr,3565400,2018,Apr,Export
4109,Australia ,2018 Aug,3908900,2018,Aug,Export
4105,Australia ,2018 Dec,3210000,2018,Dec,Export
4115,Australia ,2018 Feb,3193000,2018,Feb,Export
4116,Australia ,2018 Jan,3630900,2018,Jan,Export
4110,Australia ,2018 Jul,3333000,2018,Jul,Export
4111,Australia ,2018 Jun,3775900,2018,Jun,Export
4114,Australia ,2018 Mar,3381500,2018,Mar,Export
4112,Australia ,2018 May,3527700,2018,May,Export
4106,Australia ,2018 Nov,3937100,2018,Nov,Export
4107,Australia ,2018 Oct,4385100,2018,Oct,Export
4108,Australia ,2018 Sep,3900100,2018,Sep,Export
4101,Australia ,2019 Apr,3070400,2019,Apr,Export
4097,Australia ,2019 Aug,3033800,2019,Aug,Export
4093,Australia ,2019 Dec,3152400,2019,Dec,Export
4103,Australia ,2019 Feb,3342700,2019,Feb,Export
4104,Australia ,2019 Jan,3926700,2019,Jan,Export
4098,Australia ,2019 Jul,3346500,2019,Jul,Export
4099,Australia ,2019 Jun,3030600,2019,Jun,Export
4102,Australia ,2019 Mar,3464800,2019,Mar,Export
4100,Australia ,2019 May,4550200,2019,May,Export
4094,Australia ,2019 Nov,3288800,2019,Nov,Export
4095,Australia ,2019 Oct,3736100,2019,Oct,Export
4096,Australia ,2019 Sep,3126000,2019,Sep,Export
4089,Australia ,2020 Apr,4030000,2020,Apr,Export
4085,Australia ,2020 Aug,3612900,2020,Aug,Export
4081,Australia ,2020 Dec,3190300,2020,Dec,Export
4091,Australia ,2020 Feb,4200000,2020,Feb,Export
4092,Australia ,2020 Jan,3655400,2020,Jan,Export
4086,Australia ,2020 Jul,3198500,2020,Jul,Export
4087,Australia ,2020 Jun,3424100,2020,Jun,Export
4090,Australia ,2020 Mar,3529500,2020,Mar,Export
4088,Australia ,2020 May,3853500,2020,May,Export
4082,Australia ,2020 Nov,2990700,2020,Nov,Export
4083,Australia ,2020 Oct,3789100,2020,Oct,Export
4084,Australia ,2020 Sep,4061000,2020,Sep,Export
4077,Australia ,2021 Apr,3753200,2021,Apr,Export
4073,Australia ,2021 Aug,3630900,2021,Aug,Export
4069,Australia ,2021 Dec,3890100,2021,Dec,Export
4079,Australia ,2021 Feb,3164200,2021,Feb,Export
4080,Australia ,2021 Jan,3696200,2021,Jan,Export
4074,Australia ,2021 Jul,3907000,2021,Jul,Export
4075,Australia ,2021 Jun,3917200,2021,Jun,Export
4078,Australia ,2021 Mar,4459200,2021,Mar,Export
4076,Australia ,2021 May,3922300,2021,May,Export
4070,Australia ,2021 Nov,3973400,2021,Nov,Export
4071,Australia ,2021 Oct,4260900,2021,Oct,Export
4072,Australia ,2021 Sep,3602200,2021,Sep,Export
4068,Australia ,2022 Jan,4099900,2022,Jan,Export
977,Austria ,2018 Apr,2574400,2018,Apr,Export
973,Austria ,2018 Aug,2343500,2018,Aug,Export
969,Austria ,2018 Dec,2115700,2018,Dec,Export
979,Austria ,2018 Feb,2059300,2018,Feb,Export
980,Austria ,2018 Jan,2147900,2018,Jan,Export
974,Austria ,2018 Jul,2314200,2018,Jul,Export
975,Austria ,2018 Jun,2190000,2018,Jun,Export
978,Austria ,2018 Mar,2197900,2018,Mar,Export
976,Austria ,2018 May,2301300,2018,May,Export
970,Austria ,2018 Nov,2698200,2018,Nov,Export
971,Austria ,2018 Oct,2849000,2018,Oct,Export
972,Austria ,2018 Sep,2074600,2018,Sep,Export
965,Austria ,2019 Apr,2235300,2019,Apr,Export
961,Austria ,2019 Aug,2046000,2019,Aug,Export
957,Austria ,2019 Dec,1918400,2019,Dec,Export
967,Austria ,2019 Feb,1754000,2019,Feb,Export
968,Austria ,2019 Jan,2046400,2019,Jan,Export
962,Austria ,2019 Jul,2021700,2019,Jul,Export
963,Austria ,2019 Jun,2117900,2019,Jun,Export
966,Austria ,2019 Mar,2167600,2019,Mar,Export
964,Austria ,2019 May,2069600,2019,May,Export
958,Austria ,2019 Nov,2078100,2019,Nov,Export
959,Austria ,2019 Oct,2591200,2019,Oct,Export
960,Austria ,2019 Sep,2113400,2019,Sep,Export
953,Austria ,2020 Apr,1511800,2020,Apr,Export
949,Austria ,2020 Aug,1811100,2020,Aug,Export
945,Austria ,2020 Dec,1655800,2020,Dec,Export
955,Austria ,2020 Feb,2090400,2020,Feb,Export
956,Austria ,2020 Jan,2121600,2020,Jan,Export
950,Austria ,2020 Jul,1725800,2020,Jul,Export
951,Austria ,2020 Jun,1418300,2020,Jun,Export
954,Austria ,2020 Mar,1859300,2020,Mar,Export
952,Austria ,2020 May,1311400,2020,May,Export
946,Austria ,2020 Nov,1648800,2020,Nov,Export
947,Austria ,2020 Oct,1581000,2020,Oct,Export
948,Austria ,2020 Sep,1640400,2020,Sep,Export
941,Austria ,2021 Apr,2018000,2021,Apr,Export
937,Austria ,2021 Aug,2539300,2021,Aug,Export
933,Austria ,2021 Dec,2743900,2021,Dec,Export
943,Austria ,2021 Feb,1834100,2021,Feb,Export
944,Austria ,2021 Jan,1728300,2021,Jan,Export
938,Austria ,2021 Jul,2340800,2021,Jul,Export
939,Austria ,2021 Jun,2499300,2021,Jun,Export
942,Austria ,2021 Mar,2285100,2021,Mar,Export
940,Austria ,2021 May,2133400,2021,May,Export
934,Austria ,2021 Nov,2746500,2021,Nov,Export
935,Austria ,2021 Oct,2434800,2021,Oct,Export
936,Austria ,2021 Sep,2462100,2021,Sep,Export
932,Austria ,2022 Jan,2682700,2022,Jan,Export
2790,Bahrain ,2018 Apr,21023,2018,Apr,Export
2786,Bahrain ,2018 Aug,38586,2018,Aug,Export
2782,Bahrain ,2018 Dec,9744,2018,Dec,Export
2792,Bahrain ,2018 Feb,7130,2018,Feb,Export
2793,Bahrain ,2018 Jan,9061,2018,Jan,Export
2787,Bahrain ,2018 Jul,13697,2018,Jul,Export
2788,Bahrain ,2018 Jun,11617,2018,Jun,Export
2791,Bahrain ,2018 Mar,10727,2018,Mar,Export
2789,Bahrain ,2018 May,12863,2018,May,Export
2783,Bahrain ,2018 Nov,12314,2018,Nov,Export
2784,Bahrain ,2018 Oct,15053,2018,Oct,Export
2785,Bahrain ,2018 Sep,13640,2018,Sep,Export
2778,Bahrain ,2019 Apr,33945,2019,Apr,Export
2774,Bahrain ,2019 Aug,9464,2019,Aug,Export
2770,Bahrain ,2019 Dec,8636,2019,Dec,Export
2780,Bahrain ,2019 Feb,14028,2019,Feb,Export
2781,Bahrain ,2019 Jan,12986,2019,Jan,Export
2775,Bahrain ,2019 Jul,16450,2019,Jul,Export
2776,Bahrain ,2019 Jun,10731,2019,Jun,Export
2779,Bahrain ,2019 Mar,17376,2019,Mar,Export
2777,Bahrain ,2019 May,16839,2019,May,Export
2771,Bahrain ,2019 Nov,37357,2019,Nov,Export
2772,Bahrain ,2019 Oct,49707,2019,Oct,Export
2773,Bahrain ,2019 Sep,11481,2019,Sep,Export
2766,Bahrain ,2020 Apr,9007,2020,Apr,Export
2762,Bahrain ,2020 Aug,5882,2020,Aug,Export
2758,Bahrain ,2020 Dec,6783,2020,Dec,Export
2768,Bahrain ,2020 Feb,27903,2020,Feb,Export
2769,Bahrain ,2020 Jan,9776,2020,Jan,Export
2763,Bahrain ,2020 Jul,5658,2020,Jul,Export
2764,Bahrain ,2020 Jun,6077,2020,Jun,Export
2767,Bahrain ,2020 Mar,20071,2020,Mar,Export
2765,Bahrain ,2020 May,7540,2020,May,Export
2759,Bahrain ,2020 Nov,9353,2020,Nov,Export
2760,Bahrain ,2020 Oct,6255,2020,Oct,Export
2761,Bahrain ,2020 Sep,5994,2020,Sep,Export
2754,Bahrain ,2021 Apr,7632,2021,Apr,Export
2750,Bahrain ,2021 Aug,78137,2021,Aug,Export
2746,Bahrain ,2021 Dec,44255,2021,Dec,Export
2756,Bahrain ,2021 Feb,7928,2021,Feb,Export
2757,Bahrain ,2021 Jan,5873,2021,Jan,Export
2751,Bahrain ,2021 Jul,14613,2021,Jul,Export
2752,Bahrain ,2021 Jun,15366,2021,Jun,Export
2755,Bahrain ,2021 Mar,10704,2021,Mar,Export
2753,Bahrain ,2021 May,4758,2021,May,Export
2747,Bahrain ,2021 Nov,6233,2021,Nov,Export
2748,Bahrain ,2021 Oct,9780,2021,Oct,Export
2749,Bahrain ,2021 Sep,7811,2021,Sep,Export
2745,Bahrain ,2022 Jan,29439,2022,Jan,Export
2496,Bangladesh ,2018 Apr,359408,2018,Apr,Export
2492,Bangladesh ,2018 Aug,469348,2018,Aug,Export
2488,Bangladesh ,2018 Dec,330142,2018,Dec,Export
2498,Bangladesh ,2018 Feb,315230,2018,Feb,Export
2499,Bangladesh ,2018 Jan,301103,2018,Jan,Export
2493,Bangladesh ,2018 Jul,436093,2018,Jul,Export
2494,Bangladesh ,2018 Jun,445534,2018,Jun,Export
2497,Bangladesh ,2018 Mar,373494,2018,Mar,Export
2495,Bangladesh ,2018 May,342945,2018,May,Export
2489,Bangladesh ,2018 Nov,449417,2018,Nov,Export
2490,Bangladesh ,2018 Oct,459925,2018,Oct,Export
2491,Bangladesh ,2018 Sep,352457,2018,Sep,Export
2484,Bangladesh ,2019 Apr,317163,2019,Apr,Export
2480,Bangladesh ,2019 Aug,334474,2019,Aug,Export
2476,Bangladesh ,2019 Dec,312983,2019,Dec,Export
2486,Bangladesh ,2019 Feb,250774,2019,Feb,Export
2487,Bangladesh ,2019 Jan,270988,2019,Jan,Export
2481,Bangladesh ,2019 Jul,412273,2019,Jul,Export
2482,Bangladesh ,2019 Jun,385207,2019,Jun,Export
2485,Bangladesh ,2019 Mar,373742,2019,Mar,Export
2483,Bangladesh ,2019 May,379822,2019,May,Export
2477,Bangladesh ,2019 Nov,275683,2019,Nov,Export
2478,Bangladesh ,2019 Oct,350373,2019,Oct,Export
2479,Bangladesh ,2019 Sep,503365,2019,Sep,Export
2472,Bangladesh ,2020 Apr,117469,2020,Apr,Export
2468,Bangladesh ,2020 Aug,244705,2020,Aug,Export
2464,Bangladesh ,2020 Dec,355909,2020,Dec,Export
2474,Bangladesh ,2020 Feb,350375,2020,Feb,Export
2475,Bangladesh ,2020 Jan,355011,2020,Jan,Export
2469,Bangladesh ,2020 Jul,237348,2020,Jul,Export
2470,Bangladesh ,2020 Jun,206126,2020,Jun,Export
2473,Bangladesh ,2020 Mar,346749,2020,Mar,Export
2471,Bangladesh ,2020 May,120441,2020,May,Export
2465,Bangladesh ,2020 Nov,321464,2020,Nov,Export
2466,Bangladesh ,2020 Oct,294936,2020,Oct,Export
2467,Bangladesh ,2020 Sep,312865,2020,Sep,Export
2460,Bangladesh ,2021 Apr,295743,2021,Apr,Export
2456,Bangladesh ,2021 Aug,357449,2021,Aug,Export
2452,Bangladesh ,2021 Dec,386488,2021,Dec,Export
2462,Bangladesh ,2021 Feb,305629,2021,Feb,Export
2463,Bangladesh ,2021 Jan,375673,2021,Jan,Export
2457,Bangladesh ,2021 Jul,347409,2021,Jul,Export
2458,Bangladesh ,2021 Jun,429289,2021,Jun,Export
2461,Bangladesh ,2021 Mar,428361,2021,Mar,Export
2459,Bangladesh ,2021 May,356064,2021,May,Export
2453,Bangladesh ,2021 Nov,446226,2021,Nov,Export
2454,Bangladesh ,2021 Oct,598866,2021,Oct,Export
2455,Bangladesh ,2021 Sep,538925,2021,Sep,Export
2451,Bangladesh ,2022 Jan,406984,2022,Jan,Export
389,Belgium ,2018 Apr,671336,2018,Apr,Export
385,Belgium ,2018 Aug,471877,2018,Aug,Export
381,Belgium ,2018 Dec,218293,2018,Dec,Export
391,Belgium ,2018 Feb,461082,2018,Feb,Export
392,Belgium ,2018 Jan,607382,2018,Jan,Export
386,Belgium ,2018 Jul,299089,2018,Jul,Export
387,Belgium ,2018 Jun,475517,2018,Jun,Export
390,Belgium ,2018 Mar,481168,2018,Mar,Export
388,Belgium ,2018 May,593394,2018,May,Export
382,Belgium ,2018 Nov,647959,2018,Nov,Export
383,Belgium ,2018 Oct,1213141,2018,Oct,Export
384,Belgium ,2018 Sep,747816,2018,Sep,Export
377,Belgium ,2019 Apr,277437,2019,Apr,Export
373,Belgium ,2019 Aug,338818,2019,Aug,Export
369,Belgium ,2019 Dec,498029,2019,Dec,Export
379,Belgium ,2019 Feb,470596,2019,Feb,Export
380,Belgium ,2019 Jan,491576,2019,Jan,Export
374,Belgium ,2019 Jul,389853,2019,Jul,Export
375,Belgium ,2019 Jun,318325,2019,Jun,Export
378,Belgium ,2019 Mar,274500,2019,Mar,Export
376,Belgium ,2019 May,1380735,2019,May,Export
370,Belgium ,2019 Nov,553449,2019,Nov,Export
371,Belgium ,2019 Oct,635001,2019,Oct,Export
372,Belgium ,2019 Sep,463503,2019,Sep,Export
365,Belgium ,2020 Apr,1176482,2020,Apr,Export
361,Belgium ,2020 Aug,339644,2020,Aug,Export
357,Belgium ,2020 Dec,228581,2020,Dec,Export
367,Belgium ,2020 Feb,624401,2020,Feb,Export
368,Belgium ,2020 Jan,618487,2020,Jan,Export
362,Belgium ,2020 Jul,254329,2020,Jul,Export
363,Belgium ,2020 Jun,386915,2020,Jun,Export
366,Belgium ,2020 Mar,550919,2020,Mar,Export
364,Belgium ,2020 May,925654,2020,May,Export
358,Belgium ,2020 Nov,411750,2020,Nov,Export
359,Belgium ,2020 Oct,714179,2020,Oct,Export
360,Belgium ,2020 Sep,443025,2020,Sep,Export
353,Belgium ,2021 Apr,590664,2021,Apr,Export
349,Belgium ,2021 Aug,334717,2021,Aug,Export
345,Belgium ,2021 Dec,457888,2021,Dec,Export
355,Belgium ,2021 Feb,447254,2021,Feb,Export
356,Belgium ,2021 Jan,470384,2021,Jan,Export
350,Belgium ,2021 Jul,760892,2021,Jul,Export
351,Belgium ,2021 Jun,585846,2021,Jun,Export
354,Belgium ,2021 Mar,1094463,2021,Mar,Export
352,Belgium ,2021 May,773462,2021,May,Export
346,Belgium ,2021 Nov,463968,2021,Nov,Export
347,Belgium ,2021 Oct,823155,2021,Oct,Export
348,Belgium ,2021 Sep,450170,2021,Sep,Export
344,Belgium ,2022 Jan,702245,2022,Jan,Export
3672,Brazil ,2018 Apr,139526,2018,Apr,Export
