,Country,Time,Value (Thousand),Year,Month,Type
1366,Estonia ,2018 Jul,1171,2018,Jul,Export
1367,Estonia ,2018 Jun,903,2018,Jun,Export
1370,Estonia ,2018 Mar,921,2018,Mar,Export
1368,Estonia ,2018 May,666,2018,May,Export
1362,Estonia ,2018 Nov,428,2018,Nov,Export
1363,Estonia ,2018 Oct,455,2018,Oct,Export
1364,Estonia ,2018 Sep,1262,2018,Sep,Export
1357,Estonia ,2019 Apr,889,2019,Apr,Export
1353,Estonia ,2019 Aug,6518,2019,Aug,Export
1349,Estonia ,2019 Dec,2382,2019,Dec,Export
1359,Estonia ,2019 Feb,2503,2019,Feb,Export
1360,Estonia ,2019 Jan,757,2019,Jan,Export
1354,Estonia ,2019 Jul,3609,2019,Jul,Export
1355,Estonia ,2019 Jun,749,2019,Jun,Export
1358,Estonia ,2019 Mar,657,2019,Mar,Export
1356,Estonia ,2019 May,3254,2019,May,Export
1350,Estonia ,2019 Nov,411,2019,Nov,Export
1351,Estonia ,2019 Oct,1518,2019,Oct,Export
1352,Estonia ,2019 Sep,9526,2019,Sep,Export
1345,Estonia ,2020 Apr,391,2020,Apr,Export
1341,Estonia ,2020 Aug,2568,2020,Aug,Export
1337,Estonia ,2020 Dec,3668,2020,Dec,Export
1347,Estonia ,2020 Feb,824,2020,Feb,Export
1348,Estonia ,2020 Jan,586,2020,Jan,Export
1342,Estonia ,2020 Jul,429,2020,Jul,Export
1343,Estonia ,2020 Jun,415,2020,Jun,Export
1346,Estonia ,2020 Mar,1977,2020,Mar,Export
1344,Estonia ,2020 May,1412,2020,May,Export
1338,Estonia ,2020 Nov,2774,2020,Nov,Export
1339,Estonia ,2020 Oct,3532,2020,Oct,Export
1340,Estonia ,2020 Sep,2701,2020,Sep,Export
1333,Estonia ,2021 Apr,2966,2021,Apr,Export
1329,Estonia ,2021 Aug,4837,2021,Aug,Export
1325,Estonia ,2021 Dec,2105,2021,Dec,Export
1335,Estonia ,2021 Feb,947,2021,Feb,Export
1336,Estonia ,2021 Jan,459,2021,Jan,Export
1330,Estonia ,2021 Jul,1192,2021,Jul,Export
1331,Estonia ,2021 Jun,1623,2021,Jun,Export
1334,Estonia ,2021 Mar,677,2021,Mar,Export
1332,Estonia ,2021 May,3077,2021,May,Export
1326,Estonia ,2021 Nov,3129,2021,Nov,Export
1327,Estonia ,2021 Oct,2187,2021,Oct,Export
1328,Estonia ,2021 Sep,2398,2021,Sep,Export
1324,Estonia ,2022 Jan,5099,2022,Jan,Export
193,Europe ,2018 Apr,4366.9,2018,Apr,Export
189,Europe ,2018 Aug,4662.3,2018,Aug,Export
185,Europe ,2018 Dec,3968.8,2018,Dec,Export
195,Europe ,2018 Feb,3881.7,2018,Feb,Export
196,Europe ,2018 Jan,4453.4,2018,Jan,Export
190,Europe ,2018 Jul,4171.9,2018,Jul,Export
191,Europe ,2018 Jun,4599,2018,Jun,Export
194,Europe ,2018 Mar,4152.3,2018,Mar,Export
192,Europe ,2018 May,5576.3,2018,May,Export
186,Europe ,2018 Nov,4961.4,2018,Nov,Export
187,Europe ,2018 Oct,5444.4,2018,Oct,Export
188,Europe ,2018 Sep,4689.5,2018,Sep,Export
181,Europe ,2019 Apr,4107.2,2019,Apr,Export
177,Europe ,2019 Aug,4278.1,2019,Aug,Export
173,Europe ,2019 Dec,3851,2019,Dec,Export
183,Europe ,2019 Feb,3994.3,2019,Feb,Export
184,Europe ,2019 Jan,4585.6,2019,Jan,Export
178,Europe ,2019 Jul,5231.8,2019,Jul,Export
179,Europe ,2019 Jun,3890.6,2019,Jun,Export
182,Europe ,2019 Mar,4421.2,2019,Mar,Export
180,Europe ,2019 May,5479.5,2019,May,Export
174,Europe ,2019 Nov,4173.3,2019,Nov,Export
175,Europe ,2019 Oct,5162.7,2019,Oct,Export
176,Europe ,2019 Sep,4007.2,2019,Sep,Export
169,Europe ,2020 Apr,5051.3,2020,Apr,Export
165,Europe ,2020 Aug,5178.3,2020,Aug,Export
161,Europe ,2020 Dec,3785.5,2020,Dec,Export
171,Europe ,2020 Feb,4996.4,2020,Feb,Export
172,Europe ,2020 Jan,4432.5,2020,Jan,Export
166,Europe ,2020 Jul,4013.8,2020,Jul,Export
167,Europe ,2020 Jun,4880.4,2020,Jun,Export
170,Europe ,2020 Mar,4468.2,2020,Mar,Export
168,Europe ,2020 May,4398,2020,May,Export
162,Europe ,2020 Nov,3594.1,2020,Nov,Export
163,Europe ,2020 Oct,4757.3,2020,Oct,Export
164,Europe ,2020 Sep,5116.7,2020,Sep,Export
157,Europe ,2021 Apr,4562.7,2021,Apr,Export
153,Europe ,2021 Aug,4698,2021,Aug,Export
149,Europe ,2021 Dec,4965.3,2021,Dec,Export
159,Europe ,2021 Feb,3865.8,2021,Feb,Export
160,Europe ,2021 Jan,4604.8,2021,Jan,Export
154,Europe ,2021 Jul,5260.6,2021,Jul,Export
155,Europe ,2021 Jun,4758.3,2021,Jun,Export
158,Europe ,2021 Mar,5516.7,2021,Mar,Export
156,Europe ,2021 May,4555.8,2021,May,Export
150,Europe ,2021 Nov,4848.6,2021,Nov,Export
151,Europe ,2021 Oct,5269.6,2021,Oct,Export
152,Europe ,2021 Sep,4350.9,2021,Sep,Export
148,Europe ,2022 Jan,4876.4,2022,Jan,Export
340,European Union ,2018 Apr,3565.4,2018,Apr,Export
336,European Union ,2018 Aug,3908.9,2018,Aug,Export
332,European Union ,2018 Dec,3210,2018,Dec,Export
342,European Union ,2018 Feb,3193,2018,Feb,Export
343,European Union ,2018 Jan,3630.9,2018,Jan,Export
337,European Union ,2018 Jul,3333,2018,Jul,Export
338,European Union ,2018 Jun,3775.9,2018,Jun,Export
341,European Union ,2018 Mar,3381.5,2018,Mar,Export
339,European Union ,2018 May,3527.7,2018,May,Export
333,European Union ,2018 Nov,3937.1,2018,Nov,Export
334,European Union ,2018 Oct,4385.1,2018,Oct,Export
335,European Union ,2018 Sep,3900.1,2018,Sep,Export
328,European Union ,2019 Apr,3070.4,2019,Apr,Export
324,European Union ,2019 Aug,3033.8,2019,Aug,Export
320,European Union ,2019 Dec,3152.4,2019,Dec,Export
330,European Union ,2019 Feb,3342.7,2019,Feb,Export
331,European Union ,2019 Jan,3926.7,2019,Jan,Export
325,European Union ,2019 Jul,3346.5,2019,Jul,Export
326,European Union ,2019 Jun,3030.6,2019,Jun,Export
329,European Union ,2019 Mar,3464.8,2019,Mar,Export
327,European Union ,2019 May,4550.2,2019,May,Export
321,European Union ,2019 Nov,3288.8,2019,Nov,Export
322,European Union ,2019 Oct,3736.1,2019,Oct,Export
323,European Union ,2019 Sep,3126,2019,Sep,Export
316,European Union ,2020 Apr,4030,2020,Apr,Export
312,European Union ,2020 Aug,3612.9,2020,Aug,Export
308,European Union ,2020 Dec,3190.3,2020,Dec,Export
318,European Union ,2020 Feb,4200,2020,Feb,Export
319,European Union ,2020 Jan,3655.4,2020,Jan,Export
313,European Union ,2020 Jul,3198.5,2020,Jul,Export
314,European Union ,2020 Jun,3424.1,2020,Jun,Export
317,European Union ,2020 Mar,3529.5,2020,Mar,Export
315,European Union ,2020 May,3853.5,2020,May,Export
309,European Union ,2020 Nov,2990.7,2020,Nov,Export
310,European Union ,2020 Oct,3789.1,2020,Oct,Export
311,European Union ,2020 Sep,4061,2020,Sep,Export
304,European Union ,2021 Apr,3753.2,2021,Apr,Export
300,European Union ,2021 Aug,3630.9,2021,Aug,Export
296,European Union ,2021 Dec,3890.1,2021,Dec,Export
306,European Union ,2021 Feb,3164.2,2021,Feb,Export
307,European Union ,2021 Jan,3696.2,2021,Jan,Export
301,European Union ,2021 Jul,3907,2021,Jul,Export
302,European Union ,2021 Jun,3917.2,2021,Jun,Export
305,European Union ,2021 Mar,4459.2,2021,Mar,Export
303,European Union ,2021 May,3922.3,2021,May,Export
297,European Union ,2021 Nov,3973.4,2021,Nov,Export
298,European Union ,2021 Oct,4260.9,2021,Oct,Export
299,European Union ,2021 Sep,3602.2,2021,Sep,Export
295,European Union ,2022 Jan,4099.9,2022,Jan,Export
4162,Fiji ,2018 Apr,24034,2018,Apr,Export
4158,Fiji ,2018 Aug,67744,2018,Aug,Export
4154,Fiji ,2018 Dec,67005,2018,Dec,Export
4164,Fiji ,2018 Feb,33743,2018,Feb,Export
4165,Fiji ,2018 Jan,42230,2018,Jan,Export
4159,Fiji ,2018 Jul,37939,2018,Jul,Export
4160,Fiji ,2018 Jun,46626,2018,Jun,Export
4163,Fiji ,2018 Mar,40742,2018,Mar,Export
4161,Fiji ,2018 May,43752,2018,May,Export
4155,Fiji ,2018 Nov,46509,2018,Nov,Export
4156,Fiji ,2018 Oct,62246,2018,Oct,Export
4157,Fiji ,2018 Sep,53777,2018,Sep,Export
4150,Fiji ,2019 Apr,38025,2019,Apr,Export
4146,Fiji ,2019 Aug,51781,2019,Aug,Export
4142,Fiji ,2019 Dec,55117,2019,Dec,Export
4152,Fiji ,2019 Feb,28143,2019,Feb,Export
4153,Fiji ,2019 Jan,38179,2019,Jan,Export
4147,Fiji ,2019 Jul,63475,2019,Jul,Export
4148,Fiji ,2019 Jun,34761,2019,Jun,Export
4151,Fiji ,2019 Mar,49026,2019,Mar,Export
4149,Fiji ,2019 May,53960,2019,May,Export
4143,Fiji ,2019 Nov,34525,2019,Nov,Export
4144,Fiji ,2019 Oct,53753,2019,Oct,Export
4145,Fiji ,2019 Sep,38219,2019,Sep,Export
4138,Fiji ,2020 Apr,9596,2020,Apr,Export
4134,Fiji ,2020 Aug,25587,2020,Aug,Export
4130,Fiji ,2020 Dec,26368,2020,Dec,Export
4140,Fiji ,2020 Feb,48420,2020,Feb,Export
4141,Fiji ,2020 Jan,28670,2020,Jan,Export
4135,Fiji ,2020 Jul,20346,2020,Jul,Export
4136,Fiji ,2020 Jun,6491,2020,Jun,Export
4139,Fiji ,2020 Mar,20460,2020,Mar,Export
4137,Fiji ,2020 May,12803,2020,May,Export
4131,Fiji ,2020 Nov,19664,2020,Nov,Export
4132,Fiji ,2020 Oct,28793,2020,Oct,Export
4133,Fiji ,2020 Sep,15985,2020,Sep,Export
4126,Fiji ,2021 Apr,24202,2021,Apr,Export
4122,Fiji ,2021 Aug,31260,2021,Aug,Export
4118,Fiji ,2021 Dec,58122,2021,Dec,Export
4128,Fiji ,2021 Feb,18581,2021,Feb,Export
4129,Fiji ,2021 Jan,30987,2021,Jan,Export
4123,Fiji ,2021 Jul,22251,2021,Jul,Export
4124,Fiji ,2021 Jun,20468,2021,Jun,Export
4127,Fiji ,2021 Mar,31451,2021,Mar,Export
4125,Fiji ,2021 May,22773,2021,May,Export
4119,Fiji ,2021 Nov,39716,2021,Nov,Export
4120,Fiji ,2021 Oct,40389,2021,Oct,Export
4121,Fiji ,2021 Sep,30128,2021,Sep,Export
4117,Fiji ,2022 Jan,43161,2022,Jan,Export
1026,Finland ,2018 Apr,7028,2018,Apr,Export
1022,Finland ,2018 Aug,67431,2018,Aug,Export
1018,Finland ,2018 Dec,13498,2018,Dec,Export
1028,Finland ,2018 Feb,6178,2018,Feb,Export
1029,Finland ,2018 Jan,13316,2018,Jan,Export
1023,Finland ,2018 Jul,8874,2018,Jul,Export
1024,Finland ,2018 Jun,11350,2018,Jun,Export
1027,Finland ,2018 Mar,17668,2018,Mar,Export
1025,Finland ,2018 May,6080,2018,May,Export
1019,Finland ,2018 Nov,9600,2018,Nov,Export
1020,Finland ,2018 Oct,19423,2018,Oct,Export
1021,Finland ,2018 Sep,7981,2018,Sep,Export
1014,Finland ,2019 Apr,7670,2019,Apr,Export
1010,Finland ,2019 Aug,10443,2019,Aug,Export
1006,Finland ,2019 Dec,8844,2019,Dec,Export
1016,Finland ,2019 Feb,12237,2019,Feb,Export
1017,Finland ,2019 Jan,11566,2019,Jan,Export
1011,Finland ,2019 Jul,9315,2019,Jul,Export
1012,Finland ,2019 Jun,9940,2019,Jun,Export
1015,Finland ,2019 Mar,12681,2019,Mar,Export
1013,Finland ,2019 May,12583,2019,May,Export
1007,Finland ,2019 Nov,8521,2019,Nov,Export
1008,Finland ,2019 Oct,7298,2019,Oct,Export
1009,Finland ,2019 Sep,13439,2019,Sep,Export
1002,Finland ,2020 Apr,4317,2020,Apr,Export
998,Finland ,2020 Aug,5426,2020,Aug,Export
994,Finland ,2020 Dec,9682,2020,Dec,Export
1004,Finland ,2020 Feb,8878,2020,Feb,Export
1005,Finland ,2020 Jan,8439,2020,Jan,Export
999,Finland ,2020 Jul,5374,2020,Jul,Export
1000,Finland ,2020 Jun,5215,2020,Jun,Export
1003,Finland ,2020 Mar,19752,2020,Mar,Export
1001,Finland ,2020 May,6800,2020,May,Export
995,Finland ,2020 Nov,7448,2020,Nov,Export
996,Finland ,2020 Oct,7096,2020,Oct,Export
997,Finland ,2020 Sep,5477,2020,Sep,Export
990,Finland ,2021 Apr,20107,2021,Apr,Export
986,Finland ,2021 Aug,15854,2021,Aug,Export
982,Finland ,2021 Dec,58290,2021,Dec,Export
992,Finland ,2021 Feb,8735,2021,Feb,Export
993,Finland ,2021 Jan,11249,2021,Jan,Export
987,Finland ,2021 Jul,16891,2021,Jul,Export
988,Finland ,2021 Jun,9637,2021,Jun,Export
991,Finland ,2021 Mar,8859,2021,Mar,Export
989,Finland ,2021 May,8534,2021,May,Export
983,Finland ,2021 Nov,36115,2021,Nov,Export
984,Finland ,2021 Oct,47635,2021,Oct,Export
985,Finland ,2021 Sep,15547,2021,Sep,Export
981,Finland ,2022 Jan,61822,2022,Jan,Export
487,France ,2018 Apr,473738,2018,Apr,Export
483,France ,2018 Aug,471932,2018,Aug,Export
479,France ,2018 Dec,472271,2018,Dec,Export
489,France ,2018 Feb,392911,2018,Feb,Export
490,France ,2018 Jan,446415,2018,Jan,Export
484,France ,2018 Jul,443683,2018,Jul,Export
485,France ,2018 Jun,637168,2018,Jun,Export
488,France ,2018 Mar,426894,2018,Mar,Export
486,France ,2018 May,402186,2018,May,Export
480,France ,2018 Nov,566991,2018,Nov,Export
481,France ,2018 Oct,573108,2018,Oct,Export
482,France ,2018 Sep,588829,2018,Sep,Export
475,France ,2019 Apr,475919,2019,Apr,Export
471,France ,2019 Aug,429193,2019,Aug,Export
467,France ,2019 Dec,415758,2019,Dec,Export
477,France ,2019 Feb,404861,2019,Feb,Export
478,France ,2019 Jan,510535,2019,Jan,Export
472,France ,2019 Jul,410138,2019,Jul,Export
473,France ,2019 Jun,360330,2019,Jun,Export
476,France ,2019 Mar,535745,2019,Mar,Export
474,France ,2019 May,577736,2019,May,Export
468,France ,2019 Nov,435599,2019,Nov,Export
469,France ,2019 Oct,429136,2019,Oct,Export
470,France ,2019 Sep,438494,2019,Sep,Export
463,France ,2020 Apr,329421,2020,Apr,Export
459,France ,2020 Aug,748248,2020,Aug,Export
455,France ,2020 Dec,406905,2020,Dec,Export
465,France ,2020 Feb,379019,2020,Feb,Export
466,France ,2020 Jan,344766,2020,Jan,Export
460,France ,2020 Jul,330195,2020,Jul,Export
461,France ,2020 Jun,327298,2020,Jun,Export
464,France ,2020 Mar,371118,2020,Mar,Export
462,France ,2020 May,275463,2020,May,Export
456,France ,2020 Nov,373405,2020,Nov,Export
457,France ,2020 Oct,494312,2020,Oct,Export
458,France ,2020 Sep,1198893,2020,Sep,Export
451,France ,2021 Apr,398291,2021,Apr,Export
447,France ,2021 Aug,310002,2021,Aug,Export
443,France ,2021 Dec,441787,2021,Dec,Export
453,France ,2021 Feb,367562,2021,Feb,Export
454,France ,2021 Jan,816892,2021,Jan,Export
448,France ,2021 Jul,411915,2021,Jul,Export
449,France ,2021 Jun,356333,2021,Jun,Export
452,France ,2021 Mar,433983,2021,Mar,Export
450,France ,2021 May,346259,2021,May,Export
444,France ,2021 Nov,417352,2021,Nov,Export
445,France ,2021 Oct,445179,2021,Oct,Export
446,France ,2021 Sep,391514,2021,Sep,Export
442,France ,2022 Jan,445754,2022,Jan,Export
4358,French Polynesia ,2018 Apr,2338,2018,Apr,Export
4354,French Polynesia ,2018 Aug,22394,2018,Aug,Export
4350,French Polynesia ,2018 Dec,19988,2018,Dec,Export
4360,French Polynesia ,2018 Feb,17956,2018,Feb,Export
4361,French Polynesia ,2018 Jan,7494,2018,Jan,Export
4355,French Polynesia ,2018 Jul,13032,2018,Jul,Export
4356,French Polynesia ,2018 Jun,18454,2018,Jun,Export
4359,French Polynesia ,2018 Mar,1411,2018,Mar,Export
4357,French Polynesia ,2018 May,19326,2018,May,Export
4351,French Polynesia ,2018 Nov,2001,2018,Nov,Export
4352,French Polynesia ,2018 Oct,22165,2018,Oct,Export
4353,French Polynesia ,2018 Sep,1675,2018,Sep,Export
4346,French Polynesia ,2019 Apr,3176,2019,Apr,Export
4342,French Polynesia ,2019 Aug,11390,2019,Aug,Export
4338,French Polynesia ,2019 Dec,16249,2019,Dec,Export
4348,French Polynesia ,2019 Feb,5884,2019,Feb,Export
4349,French Polynesia ,2019 Jan,17324,2019,Jan,Export
4343,French Polynesia ,2019 Jul,20526,2019,Jul,Export
4344,French Polynesia ,2019 Jun,1856,2019,Jun,Export
4347,French Polynesia ,2019 Mar,16261,2019,Mar,Export
4345,French Polynesia ,2019 May,25664,2019,May,Export
4339,French Polynesia ,2019 Nov,3309,2019,Nov,Export
4340,French Polynesia ,2019 Oct,8924,2019,Oct,Export
4341,French Polynesia ,2019 Sep,8264,2019,Sep,Export
4334,French Polynesia ,2020 Apr,685,2020,Apr,Export
4330,French Polynesia ,2020 Aug,1830,2020,Aug,Export
4326,French Polynesia ,2020 Dec,4307,2020,Dec,Export
4336,French Polynesia ,2020 Feb,7214,2020,Feb,Export
4337,French Polynesia ,2020 Jan,1469,2020,Jan,Export
4331,French Polynesia ,2020 Jul,2233,2020,Jul,Export
4332,French Polynesia ,2020 Jun,1332,2020,Jun,Export
4335,French Polynesia ,2020 Mar,7951,2020,Mar,Export
4333,French Polynesia ,2020 May,3216,2020,May,Export
4327,French Polynesia ,2020 Nov,8819,2020,Nov,Export
4328,French Polynesia ,2020 Oct,2070,2020,Oct,Export
4329,French Polynesia ,2020 Sep,2075,2020,Sep,Export
4322,French Polynesia ,2021 Apr,1299,2021,Apr,Export
4318,French Polynesia ,2021 Aug,2629,2021,Aug,Export
4314,French Polynesia ,2021 Dec,9713,2021,Dec,Export
4324,French Polynesia ,2021 Feb,1535,2021,Feb,Export
4325,French Polynesia ,2021 Jan,34762,2021,Jan,Export
4319,French Polynesia ,2021 Jul,20655,2021,Jul,Export
4320,French Polynesia ,2021 Jun,1505,2021,Jun,Export
4323,French Polynesia ,2021 Mar,2241,2021,Mar,Export
4321,French Polynesia ,2021 May,1261,2021,May,Export
4315,French Polynesia ,2021 Nov,2292,2021,Nov,Export
4316,French Polynesia ,2021 Oct,21796,2021,Oct,Export
4317,French Polynesia ,2021 Sep,7209,2021,Sep,Export
4313,French Polynesia ,2022 Jan,17297,2022,Jan,Export
1222,"Germany, Democratic Republic Of ",2018 Apr,0,2018,Apr,Export
1218,"Germany, Democratic Republic Of ",2018 Aug,0,2018,Aug,Export
1214,"Germany, Democratic Republic Of ",2018 Dec,0,2018,Dec,Export
1224,"Germany, Democratic Republic Of ",2018 Feb,0,2018,Feb,Export
1225,"Germany, Democratic Republic Of ",2018 Jan,0,2018,Jan,Export
1219,"Germany, Democratic Republic Of ",2018 Jul,0,2018,Jul,Export
1220,"Germany, Democratic Republic Of ",2018 Jun,0,2018,Jun,Export
1223,"Germany, Democratic Republic Of ",2018 Mar,0,2018,Mar,Export
1221,"Germany, Democratic Republic Of ",2018 May,0,2018,May,Export
1215,"Germany, Democratic Republic Of ",2018 Nov,0,2018,Nov,Export
1216,"Germany, Democratic Republic Of ",2018 Oct,0,2018,Oct,Export
1217,"Germany, Democratic Republic Of ",2018 Sep,0,2018,Sep,Export
1210,"Germany, Democratic Republic Of ",2019 Apr,0,2019,Apr,Export
1206,"Germany, Democratic Republic Of ",2019 Aug,0,2019,Aug,Export
1202,"Germany, Democratic Republic Of ",2019 Dec,0,2019,Dec,Export
1212,"Germany, Democratic Republic Of ",2019 Feb,0,2019,Feb,Export
1213,"Germany, Democratic Republic Of ",2019 Jan,0,2019,Jan,Export
1207,"Germany, Democratic Republic Of ",2019 Jul,0,2019,Jul,Export
1208,"Germany, Democratic Republic Of ",2019 Jun,0,2019,Jun,Export
1211,"Germany, Democratic Republic Of ",2019 Mar,0,2019,Mar,Export
1209,"Germany, Democratic Republic Of ",2019 May,0,2019,May,Export
1203,"Germany, Democratic Republic Of ",2019 Nov,0,2019,Nov,Export
1204,"Germany, Democratic Republic Of ",2019 Oct,0,2019,Oct,Export
1205,"Germany, Democratic Republic Of ",2019 Sep,0,2019,Sep,Export
1198,"Germany, Democratic Republic Of ",2020 Apr,0,2020,Apr,Export
1194,"Germany, Democratic Republic Of ",2020 Aug,0,2020,Aug,Export
1190,"Germany, Democratic Republic Of ",2020 Dec,0,2020,Dec,Export
1200,"Germany, Democratic Republic Of ",2020 Feb,0,2020,Feb,Export
1201,"Germany, Democratic Republic Of ",2020 Jan,0,2020,Jan,Export
1195,"Germany, Democratic Republic Of ",2020 Jul,0,2020,Jul,Export
1196,"Germany, Democratic Republic Of ",2020 Jun,0,2020,Jun,Export
1199,"Germany, Democratic Republic Of ",2020 Mar,0,2020,Mar,Export
1197,"Germany, Democratic Republic Of ",2020 May,0,2020,May,Export
1191,"Germany, Democratic Republic Of ",2020 Nov,0,2020,Nov,Export
1192,"Germany, Democratic Republic Of ",2020 Oct,0,2020,Oct,Export
1193,"Germany, Democratic Republic Of ",2020 Sep,0,2020,Sep,Export
1186,"Germany, Democratic Republic Of ",2021 Apr,0,2021,Apr,Export
1182,"Germany, Democratic Republic Of ",2021 Aug,0,2021,Aug,Export
1178,"Germany, Democratic Republic Of ",2021 Dec,0,2021,Dec,Export
1188,"Germany, Democratic Republic Of ",2021 Feb,0,2021,Feb,Export
1189,"Germany, Democratic Republic Of ",2021 Jan,0,2021,Jan,Export
1183,"Germany, Democratic Republic Of ",2021 Jul,0,2021,Jul,Export
1184,"Germany, Democratic Republic Of ",2021 Jun,0,2021,Jun,Export
1187,"Germany, Democratic Republic Of ",2021 Mar,0,2021,Mar,Export
1185,"Germany, Democratic Republic Of ",2021 May,0,2021,May,Export
1179,"Germany, Democratic Republic Of ",2021 Nov,0,2021,Nov,Export
1180,"Germany, Democratic Republic Of ",2021 Oct,0,2021,Oct,Export
1181,"Germany, Democratic Republic Of ",2021 Sep,0,2021,Sep,Export
1177,"Germany, Democratic Republic Of ",2022 Jan,0,2022,Jan,Export
536,"Germany, Federal Republic Of ",2018 Apr,648441,2018,Apr,Export
532,"Germany, Federal Republic Of ",2018 Aug,816747,2018,Aug,Export
528,"Germany, Federal Republic Of ",2018 Dec,662768,2018,Dec,Export
538,"Germany, Federal Republic Of ",2018 Feb,616822,2018,Feb,Export
539,"Germany, Federal Republic Of ",2018 Jan,698725,2018,Jan,Export
533,"Germany, Federal Republic Of ",2018 Jul,793292,2018,Jul,Export
534,"Germany, Federal Republic Of ",2018 Jun,689650,2018,Jun,Export
537,"Germany, Federal Republic Of ",2018 Mar,712625,2018,Mar,Export
535,"Germany, Federal Republic Of ",2018 May,689347,2018,May,Export
529,"Germany, Federal Republic Of ",2018 Nov,732705,2018,Nov,Export
530,"Germany, Federal Republic Of ",2018 Oct,776175,2018,Oct,Export
531,"Germany, Federal Republic Of ",2018 Sep,820149,2018,Sep,Export
524,"Germany, Federal Republic Of ",2019 Apr,677529,2019,Apr,Export
520,"Germany, Federal Republic Of ",2019 Aug,637776,2019,Aug,Export
516,"Germany, Federal Republic Of ",2019 Dec,601244,2019,Dec,Export
526,"Germany, Federal Republic Of ",2019 Feb,678970,2019,Feb,Export
527,"Germany, Federal Republic Of ",2019 Jan,796658,2019,Jan,Export
521,"Germany, Federal Republic Of ",2019 Jul,665181,2019,Jul,Export
522,"Germany, Federal Republic Of ",2019 Jun,596595,2019,Jun,Export
525,"Germany, Federal Republic Of ",2019 Mar,722472,2019,Mar,Export
523,"Germany, Federal Republic Of ",2019 May,681759,2019,May,Export
517,"Germany, Federal Republic Of ",2019 Nov,581154,2019,Nov,Export
518,"Germany, Federal Republic Of ",2019 Oct,718934,2019,Oct,Export
519,"Germany, Federal Republic Of ",2019 Sep,615005,2019,Sep,Export
512,"Germany, Federal Republic Of ",2020 Apr,617032,2020,Apr,Export
508,"Germany, Federal Republic Of ",2020 Aug,616109,2020,Aug,Export
504,"Germany, Federal Republic Of ",2020 Dec,674442,2020,Dec,Export
514,"Germany, Federal Republic Of ",2020 Feb,731916,2020,Feb,Export
515,"Germany, Federal Republic Of ",2020 Jan,664818,2020,Jan,Export
509,"Germany, Federal Republic Of ",2020 Jul,636085,2020,Jul,Export
510,"Germany, Federal Republic Of ",2020 Jun,616840,2020,Jun,Export
513,"Germany, Federal Republic Of ",2020 Mar,610897,2020,Mar,Export
511,"Germany, Federal Republic Of ",2020 May,578206,2020,May,Export
505,"Germany, Federal Republic Of ",2020 Nov,629029,2020,Nov,Export
506,"Germany, Federal Republic Of ",2020 Oct,635751,2020,Oct,Export
507,"Germany, Federal Republic Of ",2020 Sep,652239,2020,Sep,Export
500,"Germany, Federal Republic Of ",2021 Apr,771493,2021,Apr,Export
496,"Germany, Federal Republic Of ",2021 Aug,798061,2021,Aug,Export
492,"Germany, Federal Republic Of ",2021 Dec,917779,2021,Dec,Export
502,"Germany, Federal Republic Of ",2021 Feb,651058,2021,Feb,Export
503,"Germany, Federal Republic Of ",2021 Jan,652128,2021,Jan,Export
497,"Germany, Federal Republic Of ",2021 Jul,754099,2021,Jul,Export
498,"Germany, Federal Republic Of ",2021 Jun,916201,2021,Jun,Export
501,"Germany, Federal Republic Of ",2021 Mar,874965,2021,Mar,Export
499,"Germany, Federal Republic Of ",2021 May,709010,2021,May,Export
493,"Germany, Federal Republic Of ",2021 Nov,777783,2021,Nov,Export
494,"Germany, Federal Republic Of ",2021 Oct,915452,2021,Oct,Export
495,"Germany, Federal Republic Of ",2021 Sep,800215,2021,Sep,Export
491,"Germany, Federal Republic Of ",2022 Jan,784686,2022,Jan,Export
585,Greece ,2018 Apr,97611,2018,Apr,Export
581,Greece ,2018 Aug,102894,2018,Aug,Export
577,Greece ,2018 Dec,133816,2018,Dec,Export
587,Greece ,2018 Feb,124218,2018,Feb,Export
588,Greece ,2018 Jan,118214,2018,Jan,Export
582,Greece ,2018 Jul,112893,2018,Jul,Export
583,Greece ,2018 Jun,117460,2018,Jun,Export
586,Greece ,2018 Mar,93919,2018,Mar,Export
584,Greece ,2018 May,136528,2018,May,Export
578,Greece ,2018 Nov,140033,2018,Nov,Export
579,Greece ,2018 Oct,113651,2018,Oct,Export
580,Greece ,2018 Sep,119281,2018,Sep,Export
573,Greece ,2019 Apr,108679,2019,Apr,Export
569,Greece ,2019 Aug,97643,2019,Aug,Export
565,Greece ,2019 Dec,52483,2019,Dec,Export
575,Greece ,2019 Feb,141543,2019,Feb,Export
576,Greece ,2019 Jan,148957,2019,Jan,Export
570,Greece ,2019 Jul,99937,2019,Jul,Export
571,Greece ,2019 Jun,108931,2019,Jun,Export
574,Greece ,2019 Mar,104322,2019,Mar,Export
572,Greece ,2019 May,99698,2019,May,Export
566,Greece ,2019 Nov,89984,2019,Nov,Export
567,Greece ,2019 Oct,103260,2019,Oct,Export
568,Greece ,2019 Sep,70956,2019,Sep,Export
561,Greece ,2020 Apr,90018,2020,Apr,Export
557,Greece ,2020 Aug,79911,2020,Aug,Export
553,Greece ,2020 Dec,106578,2020,Dec,Export
563,Greece ,2020 Feb,164151,2020,Feb,Export
564,Greece ,2020 Jan,111978,2020,Jan,Export
558,Greece ,2020 Jul,83073,2020,Jul,Export
559,Greece ,2020 Jun,83698,2020,Jun,Export
