,Country,Time,Value (Thousand),Year,Month,Type
50,America ,2022 Jan,5893600,2022,Jan,Import
51,America ,2021 Dec,6261100,2021,Dec,Import
52,America ,2021 Nov,6127400,2021,Nov,Import
53,America ,2021 Oct,6027600,2021,Oct,Import
54,America ,2021 Sep,5631600,2021,Sep,Import
55,America ,2021 Aug,5750100,2021,Aug,Import
56,America ,2021 Jul,5728600,2021,Jul,Import
57,America ,2021 Jun,5457400,2021,Jun,Import
58,America ,2021 May,5191800,2021,May,Import
59,America ,2021 Apr,6195900,2021,Apr,Import
60,America ,2021 Mar,5303500,2021,Mar,Import
61,America ,2021 Feb,4164200,2021,Feb,Import
62,America ,2021 Jan,4580000,2021,Jan,Import
63,America ,2020 Dec,4676400,2020,Dec,Import
64,America ,2020 Nov,4588200,2020,Nov,Import
65,America ,2020 Oct,4869700,2020,Oct,Import
66,America ,2020 Sep,4886400,2020,Sep,Import
67,America ,2020 Aug,4132000,2020,Aug,Import
68,America ,2020 Jul,4667300,2020,Jul,Import
69,America ,2020 Jun,4686200,2020,Jun,Import
70,America ,2020 May,4259000,2020,May,Import
71,America ,2020 Apr,5183500,2020,Apr,Import
72,America ,2020 Mar,5910800,2020,Mar,Import
73,America ,2020 Feb,5314100,2020,Feb,Import
74,America ,2020 Jan,5844100,2020,Jan,Import
75,America ,2019 Dec,5686400,2019,Dec,Import
76,America ,2019 Nov,6274700,2019,Nov,Import
77,America ,2019 Oct,5754500,2019,Oct,Import
78,America ,2019 Sep,5633100,2019,Sep,Import
79,America ,2019 Aug,6128800,2019,Aug,Import
80,America ,2019 Jul,5986200,2019,Jul,Import
81,America ,2019 Jun,5876400,2019,Jun,Import
82,America ,2019 May,5797300,2019,May,Import
83,America ,2019 Apr,6128000,2019,Apr,Import
84,America ,2019 Mar,5528700,2019,Mar,Import
85,America ,2019 Feb,5381100,2019,Feb,Import
86,America ,2019 Jan,5543600,2019,Jan,Import
87,America ,2018 Dec,6184600,2018,Dec,Import
88,America ,2018 Nov,6013900,2018,Nov,Import
89,America ,2018 Oct,6409900,2018,Oct,Import
90,America ,2018 Sep,5466500,2018,Sep,Import
91,America ,2018 Aug,6031700,2018,Aug,Import
92,America ,2018 Jul,5590700,2018,Jul,Import
93,America ,2018 Jun,5961200,2018,Jun,Import
94,America ,2018 May,5661300,2018,May,Import
95,America ,2018 Apr,5122600,2018,Apr,Import
96,America ,2018 Mar,5316700,2018,Mar,Import
97,America ,2018 Feb,4113300,2018,Feb,Import
98,America ,2018 Jan,4706600,2018,Jan,Import
99,Asia ,2022 Jan,35018800,2022,Jan,Import
100,Asia ,2021 Dec,39140300,2021,Dec,Import
101,Asia ,2021 Nov,35949600,2021,Nov,Import
102,Asia ,2021 Oct,33552700,2021,Oct,Import
103,Asia ,2021 Sep,32533400,2021,Sep,Import
104,Asia ,2021 Aug,31492500,2021,Aug,Import
105,Asia ,2021 Jul,31645000,2021,Jul,Import
106,Asia ,2021 Jun,31021000,2021,Jun,Import
107,Asia ,2021 May,28497200,2021,May,Import
108,Asia ,2021 Apr,30623100,2021,Apr,Import
109,Asia ,2021 Mar,31367800,2021,Mar,Import
110,Asia ,2021 Feb,26122600,2021,Feb,Import
111,Asia ,2021 Jan,27413700,2021,Jan,Import
112,Asia ,2020 Dec,28200400,2020,Dec,Import
113,Asia ,2020 Nov,25844900,2020,Nov,Import
114,Asia ,2020 Oct,26127900,2020,Oct,Import
115,Asia ,2020 Sep,27823200,2020,Sep,Import
116,Asia ,2020 Aug,26052300,2020,Aug,Import
117,Asia ,2020 Jul,26767400,2020,Jul,Import
118,Asia ,2020 Jun,24779300,2020,Jun,Import
119,Asia ,2020 May,21718900,2020,May,Import
120,Asia ,2020 Apr,24534500,2020,Apr,Import
121,Asia ,2020 Mar,26783600,2020,Mar,Import
122,Asia ,2020 Feb,26588100,2020,Feb,Import
123,Asia ,2020 Jan,27128100,2020,Jan,Import
124,Asia ,2019 Dec,27688700,2019,Dec,Import
125,Asia ,2019 Nov,27905000,2019,Nov,Import
126,Asia ,2019 Oct,28378300,2019,Oct,Import
127,Asia ,2019 Sep,26350300,2019,Sep,Import
128,Asia ,2019 Aug,26671900,2019,Aug,Import
129,Asia ,2019 Jul,28473300,2019,Jul,Import
130,Asia ,2019 Jun,26052400,2019,Jun,Import
131,Asia ,2019 May,27541000,2019,May,Import
132,Asia ,2019 Apr,26807200,2019,Apr,Import
133,Asia ,2019 Mar,26773800,2019,Mar,Import
134,Asia ,2019 Feb,22762900,2019,Feb,Import
135,Asia ,2019 Jan,27643400,2019,Jan,Import
136,Asia ,2018 Dec,27352600,2018,Dec,Import
137,Asia ,2018 Nov,29765800,2018,Nov,Import
138,Asia ,2018 Oct,31710500,2018,Oct,Import
139,Asia ,2018 Sep,27426400,2018,Sep,Import
140,Asia ,2018 Aug,28371500,2018,Aug,Import
141,Asia ,2018 Jul,29381200,2018,Jul,Import
142,Asia ,2018 Jun,26804000,2018,Jun,Import
143,Asia ,2018 May,28718400,2018,May,Import
144,Asia ,2018 Apr,26249700,2018,Apr,Import
145,Asia ,2018 Mar,26481100,2018,Mar,Import
146,Asia ,2018 Feb,23434200,2018,Feb,Import
147,Asia ,2018 Jan,26477000,2018,Jan,Import
148,Europe ,2022 Jan,7835900,2022,Jan,Import
149,Europe ,2021 Dec,7586300,2021,Dec,Import
150,Europe ,2021 Nov,6872000,2021,Nov,Import
151,Europe ,2021 Oct,6714800,2021,Oct,Import
152,Europe ,2021 Sep,6882100,2021,Sep,Import
153,Europe ,2021 Aug,5919400,2021,Aug,Import
154,Europe ,2021 Jul,6919200,2021,Jul,Import
155,Europe ,2021 Jun,7011200,2021,Jun,Import
156,Europe ,2021 May,6563500,2021,May,Import
157,Europe ,2021 Apr,6740500,2021,Apr,Import
158,Europe ,2021 Mar,8964000,2021,Mar,Import
159,Europe ,2021 Feb,5403700,2021,Feb,Import
160,Europe ,2021 Jan,5749600,2021,Jan,Import
161,Europe ,2020 Dec,6087400,2020,Dec,Import
162,Europe ,2020 Nov,6133500,2020,Nov,Import
163,Europe ,2020 Oct,6285400,2020,Oct,Import
164,Europe ,2020 Sep,5316900,2020,Sep,Import
165,Europe ,2020 Aug,5225000,2020,Aug,Import
166,Europe ,2020 Jul,5475300,2020,Jul,Import
167,Europe ,2020 Jun,4960700,2020,Jun,Import
168,Europe ,2020 May,4629000,2020,May,Import
169,Europe ,2020 Apr,5150600,2020,Apr,Import
170,Europe ,2020 Mar,6333300,2020,Mar,Import
171,Europe ,2020 Feb,6209600,2020,Feb,Import
172,Europe ,2020 Jan,6859700,2020,Jan,Import
173,Europe ,2019 Dec,6314800,2019,Dec,Import
174,Europe ,2019 Nov,6827100,2019,Nov,Import
175,Europe ,2019 Oct,6624700,2019,Oct,Import
176,Europe ,2019 Sep,6310100,2019,Sep,Import
177,Europe ,2019 Aug,6533800,2019,Aug,Import
178,Europe ,2019 Jul,6325300,2019,Jul,Import
179,Europe ,2019 Jun,6054800,2019,Jun,Import
180,Europe ,2019 May,7987400,2019,May,Import
181,Europe ,2019 Apr,7157000,2019,Apr,Import
182,Europe ,2019 Mar,7128700,2019,Mar,Import
183,Europe ,2019 Feb,6730300,2019,Feb,Import
184,Europe ,2019 Jan,7489300,2019,Jan,Import
185,Europe ,2018 Dec,7742800,2018,Dec,Import
186,Europe ,2018 Nov,8032700,2018,Nov,Import
187,Europe ,2018 Oct,7805900,2018,Oct,Import
188,Europe ,2018 Sep,7542600,2018,Sep,Import
189,Europe ,2018 Aug,8218900,2018,Aug,Import
190,Europe ,2018 Jul,8694400,2018,Jul,Import
191,Europe ,2018 Jun,7126100,2018,Jun,Import
192,Europe ,2018 May,7181700,2018,May,Import
193,Europe ,2018 Apr,6237300,2018,Apr,Import
194,Europe ,2018 Mar,6963000,2018,Mar,Import
195,Europe ,2018 Feb,6061900,2018,Feb,Import
196,Europe ,2018 Jan,6318000,2018,Jan,Import
197,Oceania ,2022 Jan,810400,2022,Jan,Import
198,Oceania ,2021 Dec,744800,2021,Dec,Import
199,Oceania ,2021 Nov,994100,2021,Nov,Import
200,Oceania ,2021 Oct,1021200,2021,Oct,Import
201,Oceania ,2021 Sep,599800,2021,Sep,Import
202,Oceania ,2021 Aug,744000,2021,Aug,Import
203,Oceania ,2021 Jul,1201200,2021,Jul,Import
204,Oceania ,2021 Jun,890100,2021,Jun,Import
205,Oceania ,2021 May,1001700,2021,May,Import
206,Oceania ,2021 Apr,1030500,2021,Apr,Import
207,Oceania ,2021 Mar,1131000,2021,Mar,Import
208,Oceania ,2021 Feb,1134700,2021,Feb,Import
209,Oceania ,2021 Jan,705500,2021,Jan,Import
210,Oceania ,2020 Dec,540900,2020,Dec,Import
211,Oceania ,2020 Nov,1412800,2020,Nov,Import
212,Oceania ,2020 Oct,577300,2020,Oct,Import
213,Oceania ,2020 Sep,477700,2020,Sep,Import
214,Oceania ,2020 Aug,586500,2020,Aug,Import
215,Oceania ,2020 Jul,493100,2020,Jul,Import
216,Oceania ,2020 Jun,456400,2020,Jun,Import
217,Oceania ,2020 May,441800,2020,May,Import
218,Oceania ,2020 Apr,637600,2020,Apr,Import
219,Oceania ,2020 Mar,845900,2020,Mar,Import
220,Oceania ,2020 Feb,694700,2020,Feb,Import
221,Oceania ,2020 Jan,819700,2020,Jan,Import
222,Oceania ,2019 Dec,1369300,2019,Dec,Import
223,Oceania ,2019 Nov,841100,2019,Nov,Import
224,Oceania ,2019 Oct,941800,2019,Oct,Import
225,Oceania ,2019 Sep,866800,2019,Sep,Import
226,Oceania ,2019 Aug,1015100,2019,Aug,Import
227,Oceania ,2019 Jul,815300,2019,Jul,Import
228,Oceania ,2019 Jun,503700,2019,Jun,Import
229,Oceania ,2019 May,889400,2019,May,Import
230,Oceania ,2019 Apr,820300,2019,Apr,Import
231,Oceania ,2019 Mar,518900,2019,Mar,Import
232,Oceania ,2019 Feb,787200,2019,Feb,Import
233,Oceania ,2019 Jan,614400,2019,Jan,Import
234,Oceania ,2018 Dec,895300,2018,Dec,Import
235,Oceania ,2018 Nov,875700,2018,Nov,Import
236,Oceania ,2018 Oct,801700,2018,Oct,Import
237,Oceania ,2018 Sep,686200,2018,Sep,Import
238,Oceania ,2018 Aug,827400,2018,Aug,Import
239,Oceania ,2018 Jul,773200,2018,Jul,Import
240,Oceania ,2018 Jun,828500,2018,Jun,Import
241,Oceania ,2018 May,793200,2018,May,Import
242,Oceania ,2018 Apr,490300,2018,Apr,Import
243,Oceania ,2018 Mar,651500,2018,Mar,Import
244,Oceania ,2018 Feb,600300,2018,Feb,Import
245,Oceania ,2018 Jan,591800,2018,Jan,Import
246,Africa ,2022 Jan,529900,2022,Jan,Import
247,Africa ,2021 Dec,616800,2021,Dec,Import
248,Africa ,2021 Nov,731800,2021,Nov,Import
249,Africa ,2021 Oct,628800,2021,Oct,Import
250,Africa ,2021 Sep,333400,2021,Sep,Import
251,Africa ,2021 Aug,808400,2021,Aug,Import
252,Africa ,2021 Jul,613800,2021,Jul,Import
253,Africa ,2021 Jun,660200,2021,Jun,Import
254,Africa ,2021 May,305400,2021,May,Import
255,Africa ,2021 Apr,579600,2021,Apr,Import
256,Africa ,2021 Mar,902200,2021,Mar,Import
257,Africa ,2021 Feb,818500,2021,Feb,Import
258,Africa ,2021 Jan,579900,2021,Jan,Import
259,Africa ,2020 Dec,649400,2020,Dec,Import
260,Africa ,2020 Nov,498600,2020,Nov,Import
261,Africa ,2020 Oct,313500,2020,Oct,Import
262,Africa ,2020 Sep,297200,2020,Sep,Import
263,Africa ,2020 Aug,476500,2020,Aug,Import
264,Africa ,2020 Jul,440600,2020,Jul,Import
265,Africa ,2020 Jun,238200,2020,Jun,Import
266,Africa ,2020 May,409600,2020,May,Import
267,Africa ,2020 Apr,372600,2020,Apr,Import
268,Africa ,2020 Mar,559400,2020,Mar,Import
269,Africa ,2020 Feb,666100,2020,Feb,Import
270,Africa ,2020 Jan,528600,2020,Jan,Import
271,Africa ,2019 Dec,521400,2019,Dec,Import
272,Africa ,2019 Nov,642000,2019,Nov,Import
273,Africa ,2019 Oct,583200,2019,Oct,Import
274,Africa ,2019 Sep,290400,2019,Sep,Import
275,Africa ,2019 Aug,648600,2019,Aug,Import
276,Africa ,2019 Jul,430000,2019,Jul,Import
277,Africa ,2019 Jun,492600,2019,Jun,Import
278,Africa ,2019 May,422500,2019,May,Import
279,Africa ,2019 Apr,382400,2019,Apr,Import
280,Africa ,2019 Mar,390000,2019,Mar,Import
281,Africa ,2019 Feb,413000,2019,Feb,Import
282,Africa ,2019 Jan,262800,2019,Jan,Import
283,Africa ,2018 Dec,391100,2018,Dec,Import
284,Africa ,2018 Nov,426500,2018,Nov,Import
285,Africa ,2018 Oct,399100,2018,Oct,Import
286,Africa ,2018 Sep,317900,2018,Sep,Import
287,Africa ,2018 Aug,352600,2018,Aug,Import
288,Africa ,2018 Jul,533000,2018,Jul,Import
289,Africa ,2018 Jun,334900,2018,Jun,Import
290,Africa ,2018 May,533200,2018,May,Import
291,Africa ,2018 Apr,282700,2018,Apr,Import
292,Africa ,2018 Mar,333200,2018,Mar,Import
293,Africa ,2018 Feb,399800,2018,Feb,Import
294,Africa ,2018 Jan,398100,2018,Jan,Import
295,European Union ,2022 Jan,4575300,2022,Jan,Import
296,European Union ,2021 Dec,4974600,2021,Dec,Import
297,European Union ,2021 Nov,4664200,2021,Nov,Import
298,European Union ,2021 Oct,4643100,2021,Oct,Import
299,European Union ,2021 Sep,4988200,2021,Sep,Import
300,European Union ,2021 Aug,4368900,2021,Aug,Import
301,European Union ,2021 Jul,4730000,2021,Jul,Import
302,European Union ,2021 Jun,5146600,2021,Jun,Import
303,European Union ,2021 May,4755500,2021,May,Import
304,European Union ,2021 Apr,4607100,2021,Apr,Import
305,European Union ,2021 Mar,5445500,2021,Mar,Import
306,European Union ,2021 Feb,3709000,2021,Feb,Import
307,European Union ,2021 Jan,3832500,2021,Jan,Import
308,European Union ,2020 Dec,4251300,2020,Dec,Import
309,European Union ,2020 Nov,4373300,2020,Nov,Import
310,European Union ,2020 Oct,4632500,2020,Oct,Import
311,European Union ,2020 Sep,3766500,2020,Sep,Import
312,European Union ,2020 Aug,3345400,2020,Aug,Import
313,European Union ,2020 Jul,3735500,2020,Jul,Import
314,European Union ,2020 Jun,3422900,2020,Jun,Import
315,European Union ,2020 May,2910100,2020,May,Import
316,European Union ,2020 Apr,3662700,2020,Apr,Import
317,European Union ,2020 Mar,4178200,2020,Mar,Import
318,European Union ,2020 Feb,3933200,2020,Feb,Import
319,European Union ,2020 Jan,4370900,2020,Jan,Import
320,European Union ,2019 Dec,4237700,2019,Dec,Import
321,European Union ,2019 Nov,4618500,2019,Nov,Import
322,European Union ,2019 Oct,4440700,2019,Oct,Import
323,European Union ,2019 Sep,4104900,2019,Sep,Import
324,European Union ,2019 Aug,4356700,2019,Aug,Import
325,European Union ,2019 Jul,4416300,2019,Jul,Import
326,European Union ,2019 Jun,3848500,2019,Jun,Import
327,European Union ,2019 May,5026800,2019,May,Import
328,European Union ,2019 Apr,4292100,2019,Apr,Import
329,European Union ,2019 Mar,4512900,2019,Mar,Import
330,European Union ,2019 Feb,3657000,2019,Feb,Import
331,European Union ,2019 Jan,4418900,2019,Jan,Import
332,European Union ,2018 Dec,4956200,2018,Dec,Import
333,European Union ,2018 Nov,4955100,2018,Nov,Import
334,European Union ,2018 Oct,4681200,2018,Oct,Import
335,European Union ,2018 Sep,4882500,2018,Sep,Import
336,European Union ,2018 Aug,4716800,2018,Aug,Import
337,European Union ,2018 Jul,5038000,2018,Jul,Import
338,European Union ,2018 Jun,4255600,2018,Jun,Import
339,European Union ,2018 May,4794900,2018,May,Import
340,European Union ,2018 Apr,3958200,2018,Apr,Import
341,European Union ,2018 Mar,4344500,2018,Mar,Import
342,European Union ,2018 Feb,3757400,2018,Feb,Import
343,European Union ,2018 Jan,4350000,2018,Jan,Import
344,Belgium ,2022 Jan,170871,2022,Jan,Import
345,Belgium ,2021 Dec,129536,2021,Dec,Import
346,Belgium ,2021 Nov,131031,2021,Nov,Import
347,Belgium ,2021 Oct,250735,2021,Oct,Import
348,Belgium ,2021 Sep,155819,2021,Sep,Import
349,Belgium ,2021 Aug,98508,2021,Aug,Import
350,Belgium ,2021 Jul,183841,2021,Jul,Import
351,Belgium ,2021 Jun,117345,2021,Jun,Import
352,Belgium ,2021 May,151574,2021,May,Import
353,Belgium ,2021 Apr,174581,2021,Apr,Import
354,Belgium ,2021 Mar,128928,2021,Mar,Import
355,Belgium ,2021 Feb,191622,2021,Feb,Import
356,Belgium ,2021 Jan,119744,2021,Jan,Import
357,Belgium ,2020 Dec,133445,2020,Dec,Import
358,Belgium ,2020 Nov,209539,2020,Nov,Import
359,Belgium ,2020 Oct,83657,2020,Oct,Import
360,Belgium ,2020 Sep,80823,2020,Sep,Import
361,Belgium ,2020 Aug,99286,2020,Aug,Import
362,Belgium ,2020 Jul,102317,2020,Jul,Import
363,Belgium ,2020 Jun,73457,2020,Jun,Import
364,Belgium ,2020 May,77945,2020,May,Import
365,Belgium ,2020 Apr,126970,2020,Apr,Import
366,Belgium ,2020 Mar,136150,2020,Mar,Import
367,Belgium ,2020 Feb,176921,2020,Feb,Import
368,Belgium ,2020 Jan,124193,2020,Jan,Import
369,Belgium ,2019 Dec,148564,2019,Dec,Import
370,Belgium ,2019 Nov,112197,2019,Nov,Import
371,Belgium ,2019 Oct,148895,2019,Oct,Import
372,Belgium ,2019 Sep,109280,2019,Sep,Import
373,Belgium ,2019 Aug,110542,2019,Aug,Import
374,Belgium ,2019 Jul,140243,2019,Jul,Import
375,Belgium ,2019 Jun,154637,2019,Jun,Import
376,Belgium ,2019 May,220417,2019,May,Import
377,Belgium ,2019 Apr,134313,2019,Apr,Import
378,Belgium ,2019 Mar,222413,2019,Mar,Import
379,Belgium ,2019 Feb,104332,2019,Feb,Import
380,Belgium ,2019 Jan,142735,2019,Jan,Import
381,Belgium ,2018 Dec,208414,2018,Dec,Import
382,Belgium ,2018 Nov,124412,2018,Nov,Import
383,Belgium ,2018 Oct,156310,2018,Oct,Import
384,Belgium ,2018 Sep,206012,2018,Sep,Import
385,Belgium ,2018 Aug,209928,2018,Aug,Import
386,Belgium ,2018 Jul,134276,2018,Jul,Import
387,Belgium ,2018 Jun,109902,2018,Jun,Import
388,Belgium ,2018 May,146725,2018,May,Import
389,Belgium ,2018 Apr,137948,2018,Apr,Import
390,Belgium ,2018 Mar,101637,2018,Mar,Import
391,Belgium ,2018 Feb,94994,2018,Feb,Import
392,Belgium ,2018 Jan,177054,2018,Jan,Import
393,Denmark ,2022 Jan,142022,2022,Jan,Import
394,Denmark ,2021 Dec,52270,2021,Dec,Import
395,Denmark ,2021 Nov,91555,2021,Nov,Import
396,Denmark ,2021 Oct,54084,2021,Oct,Import
397,Denmark ,2021 Sep,151317,2021,Sep,Import
398,Denmark ,2021 Aug,61383,2021,Aug,Import
399,Denmark ,2021 Jul,56814,2021,Jul,Import
400,Denmark ,2021 Jun,146833,2021,Jun,Import
401,Denmark ,2021 May,55964,2021,May,Import
402,Denmark ,2021 Apr,44685,2021,Apr,Import
403,Denmark ,2021 Mar,117667,2021,Mar,Import
404,Denmark ,2021 Feb,73685,2021,Feb,Import
405,Denmark ,2021 Jan,105473,2021,Jan,Import
406,Denmark ,2020 Dec,143209,2020,Dec,Import
407,Denmark ,2020 Nov,45010,2020,Nov,Import
408,Denmark ,2020 Oct,43480,2020,Oct,Import
409,Denmark ,2020 Sep,70494,2020,Sep,Import
410,Denmark ,2020 Aug,44398,2020,Aug,Import
411,Denmark ,2020 Jul,95598,2020,Jul,Import
412,Denmark ,2020 Jun,41203,2020,Jun,Import
413,Denmark ,2020 May,65305,2020,May,Import
414,Denmark ,2020 Apr,62488,2020,Apr,Import
415,Denmark ,2020 Mar,54577,2020,Mar,Import
416,Denmark ,2020 Feb,124343,2020,Feb,Import
417,Denmark ,2020 Jan,84860,2020,Jan,Import
418,Denmark ,2019 Dec,44062,2019,Dec,Import
419,Denmark ,2019 Nov,53664,2019,Nov,Import
420,Denmark ,2019 Oct,112559,2019,Oct,Import
421,Denmark ,2019 Sep,59067,2019,Sep,Import
422,Denmark ,2019 Aug,57022,2019,Aug,Import
423,Denmark ,2019 Jul,53531,2019,Jul,Import
424,Denmark ,2019 Jun,41769,2019,Jun,Import
425,Denmark ,2019 May,89820,2019,May,Import
426,Denmark ,2019 Apr,41722,2019,Apr,Import
427,Denmark ,2019 Mar,47250,2019,Mar,Import
428,Denmark ,2019 Feb,47721,2019,Feb,Import
429,Denmark ,2019 Jan,53083,2019,Jan,Import
430,Denmark ,2018 Dec,54229,2018,Dec,Import
431,Denmark ,2018 Nov,44982,2018,Nov,Import
432,Denmark ,2018 Oct,52667,2018,Oct,Import
433,Denmark ,2018 Sep,98336,2018,Sep,Import
434,Denmark ,2018 Aug,53420,2018,Aug,Import
435,Denmark ,2018 Jul,49704,2018,Jul,Import
436,Denmark ,2018 Jun,49998,2018,Jun,Import
437,Denmark ,2018 May,147783,2018,May,Import
438,Denmark ,2018 Apr,50656,2018,Apr,Import
439,Denmark ,2018 Mar,48164,2018,Mar,Import
440,Denmark ,2018 Feb,44882,2018,Feb,Import
441,Denmark ,2018 Jan,44826,2018,Jan,Import
442,France ,2022 Jan,1428511,2022,Jan,Import
443,France ,2021 Dec,1449230,2021,Dec,Import
444,France ,2021 Nov,1259199,2021,Nov,Import
445,France ,2021 Oct,1248425,2021,Oct,Import
446,France ,2021 Sep,1432720,2021,Sep,Import
447,France ,2021 Aug,1035905,2021,Aug,Import
448,France ,2021 Jul,1279419,2021,Jul,Import
449,France ,2021 Jun,1453443,2021,Jun,Import
450,France ,2021 May,1239006,2021,May,Import
451,France ,2021 Apr,1150424,2021,Apr,Import
452,France ,2021 Mar,1906800,2021,Mar,Import
453,France ,2021 Feb,987454,2021,Feb,Import
454,France ,2021 Jan,1021290,2021,Jan,Import
455,France ,2020 Dec,1141603,2020,Dec,Import
456,France ,2020 Nov,1498854,2020,Nov,Import
457,France ,2020 Oct,1922407,2020,Oct,Import
458,France ,2020 Sep,1167166,2020,Sep,Import
459,France ,2020 Aug,922015,2020,Aug,Import
460,France ,2020 Jul,1088034,2020,Jul,Import
461,France ,2020 Jun,895505,2020,Jun,Import
462,France ,2020 May,690063,2020,May,Import
463,France ,2020 Apr,912836,2020,Apr,Import
464,France ,2020 Mar,1233320,2020,Mar,Import
465,France ,2020 Feb,1123010,2020,Feb,Import
466,France ,2020 Jan,1491370,2020,Jan,Import
467,France ,2019 Dec,1305861,2019,Dec,Import
468,France ,2019 Nov,1607039,2019,Nov,Import
469,France ,2019 Oct,1539927,2019,Oct,Import
470,France ,2019 Sep,1553172,2019,Sep,Import
471,France ,2019 Aug,1384504,2019,Aug,Import
472,France ,2019 Jul,1377160,2019,Jul,Import
473,France ,2019 Jun,1247644,2019,Jun,Import
474,France ,2019 May,1692436,2019,May,Import
475,France ,2019 Apr,1109264,2019,Apr,Import
476,France ,2019 Mar,1309187,2019,Mar,Import
477,France ,2019 Feb,1152218,2019,Feb,Import
478,France ,2019 Jan,1314599,2019,Jan,Import
479,France ,2018 Dec,1578847,2018,Dec,Import
480,France ,2018 Nov,1672960,2018,Nov,Import
481,France ,2018 Oct,1499952,2018,Oct,Import
482,France ,2018 Sep,1526122,2018,Sep,Import
483,France ,2018 Aug,1232340,2018,Aug,Import
484,France ,2018 Jul,1618780,2018,Jul,Import
485,France ,2018 Jun,1092862,2018,Jun,Import
486,France ,2018 May,949979,2018,May,Import
487,France ,2018 Apr,1001715,2018,Apr,Import
488,France ,2018 Mar,1036043,2018,Mar,Import
489,France ,2018 Feb,964469,2018,Feb,Import
490,France ,2018 Jan,1245941,2018,Jan,Import
491,"Germany, Federal Republic Of ",2022 Jan,1039071,2022,Jan,Import
492,"Germany, Federal Republic Of ",2021 Dec,1329642,2021,Dec,Import
493,"Germany, Federal Republic Of ",2021 Nov,1094892,2021,Nov,Import
494,"Germany, Federal Republic Of ",2021 Oct,1103039,2021,Oct,Import
495,"Germany, Federal Republic Of ",2021 Sep,1290457,2021,Sep,Import
496,"Germany, Federal Republic Of ",2021 Aug,1147489,2021,Aug,Import
497,"Germany, Federal Republic Of ",2021 Jul,1185938,2021,Jul,Import
498,"Germany, Federal Republic Of ",2021 Jun,1142950,2021,Jun,Import
499,"Germany, Federal Republic Of ",2021 May,1432486,2021,May,Import
500,"Germany, Federal Republic Of ",2021 Apr,1102010,2021,Apr,Import
501,"Germany, Federal Republic Of ",2021 Mar,1124788,2021,Mar,Import
502,"Germany, Federal Republic Of ",2021 Feb,916711,2021,Feb,Import
503,"Germany, Federal Republic Of ",2021 Jan,947476,2021,Jan,Import
504,"Germany, Federal Republic Of ",2020 Dec,980296,2020,Dec,Import
505,"Germany, Federal Republic Of ",2020 Nov,978208,2020,Nov,Import
506,"Germany, Federal Republic Of ",2020 Oct,980882,2020,Oct,Import
507,"Germany, Federal Republic Of ",2020 Sep,972416,2020,Sep,Import
508,"Germany, Federal Republic Of ",2020 Aug,931876,2020,Aug,Import
509,"Germany, Federal Republic Of ",2020 Jul,1061128,2020,Jul,Import
510,"Germany, Federal Republic Of ",2020 Jun,978806,2020,Jun,Import
511,"Germany, Federal Republic Of ",2020 May,892172,2020,May,Import
512,"Germany, Federal Republic Of ",2020 Apr,1160767,2020,Apr,Import
513,"Germany, Federal Republic Of ",2020 Mar,1115034,2020,Mar,Import
514,"Germany, Federal Republic Of ",2020 Feb,1003380,2020,Feb,Import
515,"Germany, Federal Republic Of ",2020 Jan,1127285,2020,Jan,Import
516,"Germany, Federal Republic Of ",2019 Dec,1090801,2019,Dec,Import
517,"Germany, Federal Republic Of ",2019 Nov,1076037,2019,Nov,Import
518,"Germany, Federal Republic Of ",2019 Oct,1090588,2019,Oct,Import
519,"Germany, Federal Republic Of ",2019 Sep,1084790,2019,Sep,Import
520,"Germany, Federal Republic Of ",2019 Aug,1141855,2019,Aug,Import
521,"Germany, Federal Republic Of ",2019 Jul,1194530,2019,Jul,Import
522,"Germany, Federal Republic Of ",2019 Jun,1016793,2019,Jun,Import
523,"Germany, Federal Republic Of ",2019 May,1201604,2019,May,Import
524,"Germany, Federal Republic Of ",2019 Apr,1238409,2019,Apr,Import
525,"Germany, Federal Republic Of ",2019 Mar,1235641,2019,Mar,Import
526,"Germany, Federal Republic Of ",2019 Feb,1042773,2019,Feb,Import
527,"Germany, Federal Republic Of ",2019 Jan,1102644,2019,Jan,Import
528,"Germany, Federal Republic Of ",2018 Dec,1141434,2018,Dec,Import
529,"Germany, Federal Republic Of ",2018 Nov,1144098,2018,Nov,Import
530,"Germany, Federal Republic Of ",2018 Oct,1222014,2018,Oct,Import
531,"Germany, Federal Republic Of ",2018 Sep,1171823,2018,Sep,Import
532,"Germany, Federal Republic Of ",2018 Aug,1198122,2018,Aug,Import
533,"Germany, Federal Republic Of ",2018 Jul,1175846,2018,Jul,Import
534,"Germany, Federal Republic Of ",2018 Jun,1063311,2018,Jun,Import
535,"Germany, Federal Republic Of ",2018 May,1124962,2018,May,Import
536,"Germany, Federal Republic Of ",2018 Apr,1117400,2018,Apr,Import
537,"Germany, Federal Republic Of ",2018 Mar,1182291,2018,Mar,Import
538,"Germany, Federal Republic Of ",2018 Feb,963862,2018,Feb,Import
539,"Germany, Federal Republic Of ",2018 Jan,1152649,2018,Jan,Import
540,Greece ,2022 Jan,17783,2022,Jan,Import
541,Greece ,2021 Dec,38816,2021,Dec,Import
542,Greece ,2021 Nov,9041,2021,Nov,Import
543,Greece ,2021 Oct,12105,2021,Oct,Import
544,Greece ,2021 Sep,10967,2021,Sep,Import
545,Greece ,2021 Aug,11000,2021,Aug,Import
